# synset_id	definitions
00001740-v	생물이 숨을 들이마시고 내쉼을 통하여 산소를 받아들이어 삭임을 돕고 그 결과 생기는 탄산가스를 밖으로 내보내는 작용	눈 앞에 보이는 형상을 갖춘 일/1/4과 물건/0/1
03730153-n	베풀어서 갖춤. 또는, 그러한 시설.
03731019-n
03732114-n
03733925-n	수량, 무게, 길이, 빠르기, 방향 따위를 재는 모든 기구.
03735637-n	수량, 무게, 길이, 빠르기, 방향 따위를 재는 모든 기구.
03740161-n	‘조제한 약’를 물품으로 보고 하는 말.
03745146-n	갖가지 동물을 모아 기르면서 여러 사람에게 구경시켜서 즐기거나 지식을 넓히는 데에 이바지하는 곳 + 식물에 관한 지식과 취미를 향상시키기 위하여 특별히 베푼 식물 배양소
03745285-n
03746574-n	병든 사람을 진찰, 치료 및 예방하기 위하여 설비를 갖추어 놓은 곳.
03748886-n	사고 파는 물품.
03751065-n
03751590-n	사람이 들어서 살 수 있게 만든 것
03753077-n	수량, 무게, 길이, 빠르기, 방향 따위를 재는 모든 기구.
03757138-n
03760671-n	렌즈를 써서 먼데 있는 물체를 똑똑히 보기 위한 기구 + 물체가 크게 보이는 렌즈
03762238-n
03767112-n	다른 곳으로 옮기려고 꾸리거나 한 물건.
03768346-n	유용한 광물을 캐내는 곳.
03769397-n	사물을 선이나 색채를 써서 그리어 나타낸 것
03773035-n	물체의 형상을 비추어 볼 수 있게 유리 따위로 만든 물건. 
03773504-n	전쟁에 쓰이는 총검, 화포, 핵병기 따위 온갖 기구.
03775199-n
03779621-n
03780247-n	가의 언저리.	어떤 물건의 테두리나 얼개가 되는 물건.
03781244-n	절이나 암자. 또는 성당 및 수도원이나 교회.
03786313-n
03786417-n
03789946-n	수력, 화력, 전력 따위 에너지를 기계적 에너지로 바꾸는 기계. 열기관, 수력터빈, 전동기 따위.
03790230-n
03790512-n
03791235-n
03793186-n	물건을 받치거나 올려 놓는 물건
03794392-n	뚫어지거나 파낸 자리.
03797182-n	추위를 막거나 멋으로 목에 두르는 물건.
03797264-n
03797390-n	비어 있는 그릇+술 따위를 따라 마시는 데 쓰려고 만든 작은 그릇+운두가 썩 얕고 납작한 그릇
03798061-n
03799610-n
03799710-n	사물을 선이나 색채를 써서 그리어 나타낸 것
03800563-n	여러 사람들에게 보이어 교육이나 연구에 도움이 되도록, 고고학적 자료, 예술품, 역사적 유물, 그 밖의 학술 자료들을 널리 모아서 보관, 진열하는 시설.
03800933-n	음악 기구. 관악기, 현악기, 타악기 들.
03802228-n
03808564-n	‘조제한 약’를 물품으로 보고 하는 말.
03814348-n	전체를 몇으로 나눈 것의 하나하나.
03814727-n
03815482-n	추위를 막거나 멋으로 목에 두르는 물건.
03815615-n	양복을 입을 때 와이셔츠 깃 위로 목을 둘러매어 앞으로 늘어뜨리거나 나비꼴의 매듭을 만드는, 천으로 된 물건.
03816394-n	계기에서 알고자 하는 방향, 시간, 분량 따위를 가리키는 바늘.
03817331-n
03817647-n
03818001-n	물건을 만들거나 고치는 데 쓰는 기구나 연장들.
03819994-n	그물코처럼 엮어 만든 물건의 통틀어 일컬음.
03822171-n	세상의 물정과 새로운 소식을 알려 주는 정기 간행물의 하나. 흔히는 일간이고, 주간 또는 순간으로 하는 것도 있다.
03822361-n
03824381-n
03824999-n
03825080-n	몸을 싸서 가리기 위하여 피륙 따위로 몸의 전체나 각 부분의 둘레에 맞게 지어 입는 물건.	몸을 싸서 가리기 위하여 피륙 따위로 몸의 전체나 각 부분의 둘레에 맞게 지어 입는 물건
03832305-n
03833065-n
03834604-n
03835298-n
03836906-n	옷을 지을 감.
03837422-n	갖가지의 기구
03839534-n
03841417-n
03841666-n	사무를 보는 곳.
03843092-n
03843316-n	널조각이나 철판 따위로 크고 깊게 만든, 주로 액체를 담는 데 쓰는 그릇+통조림. 또는, 통조림의 통+나무로 만든 통
03844349-n	사물을 선이나 색채를 써서 그리어 나타낸 것
03845190-n
03845550-n
03848729-n	뚫어지거나 파낸 자리.
03850245-n
03850746-n
03850966-n
03854065-n
03854815-n
03855464-n	헝겊이나 종이 따위에 글자나 그림이나 부호를 그리어서 막대 같은 것에 달아 특정한 뜻을 나타내는 표상으로 쓰는 물건
03859495-n	몸을 싸서 가리기 위하여 피륙 따위로 몸의 전체나 각 부분의 둘레에 맞게 지어 입는 물건.	몸을 싸서 가리기 위하여 피륙 따위로 몸의 전체나 각 부분의 둘레에 맞게 지어 입는 물건
03859958-n
03863108-n
03863262-n
03863923-n
03868242-n
03870546-n
03870672-n
03871524-n	물건을 싸서 꾸림.
03873416-n
03874965-n	절이나 암자. 또는 성당 및 수도원이나 교회.
03875218-n	칠로 쓰는 감
03876519-n	사물을 선이나 색채를 써서 그리어 나타낸 것
03877472-n
03877674-n
03877845-n	임금이 사는 궁전.
03878066-n
03878418-n	물건을 만들거나 고치는 데 쓰는 기구나 연장들.
03880531-n
03881534-n
03884397-n	악기의 한 가지. 놋을 주로 하여 부어 만들되 속이 비어서 치면 소리가 나게 되었다 + 얇은 쇠붙이로 동그랗고 속이 비게 만들어 그 속에 단단한 물건을 넣어서 흔들면 소리가 나는 물건 + 나무로 만든 관에 여덟 구멍을 뚫고, 아래 끝에는 깔때기꼴로 된 놋쇠를 대고, 부리에는 갈대로 만든 혀를 끼워 부는 국악기.
03886053-n
03889974-n
03891538-n
03892891-n	전체를 몇으로 나눈 것의 하나하나.
03895585-n	같은 층의 방들을 잇는, 건물 안의 긴 통로.
03895866-n
03897943-n
03900194-n
03901074-n	토목이나 건축이나 그 밖에 여러 가지 물건을 만드는 데 재료로 쓰이는 돌.	바위가 부서져서 된 광물질의 굳은 덩어리
03906355-n
03906997-n
03908204-n
03908618-n	물건을 넣어 두기 위하여 나무, 대, 또는 종이로 만든 손그릇. 
03910033-n
03910723-n
03910887-n
03911039-n
03911658-n
03911866-n	헝겊이나 종이 따위에 글자나 그림이나 부호를 그리어서 막대 같은 것에 달아 특정한 뜻을 나타내는 표상으로 쓰는 물건
03911992-n
03912218-n
03915437-n	음악 기구. 관악기, 현악기, 타악기 들.
03919289-n
03919430-n	물건을 만들거나 고치는 데 쓰는 기구나 연장들.
03920989-n
03923379-n	주로 액체나 가루를 담는 데 쓰이는, 목과 아가리가 좁은 그릇 + 아가리가 좁고 배가 부른 질그릇의 한 가지 + 꽃을 심는 그릇
03925226-n	사물의 형태를 나타내는 예술. 조각,그림 따위.
03928116-n
03929202-n
03929443-n
03930313-n	흙, 돌, 벽돌 같은 것으로 높이 쌓아 올려 집의 둘레 또는 그 밖의 일정한 공간을 둘러 막은 시설	흙, 나무, 돌, 벽돌 같은 것을 쌓아서 둘러 막은 방의 둘레.
03931651-n
03932203-n	전체를 몇으로 나눈 것의 하나하나.
03932670-n	옷을 지을 감.
03935234-n	농장과 목장
03935450-n	전쟁에 쓰이는 총검, 화포, 핵병기 따위 온갖 기구.
03935789-n
03936568-n
03938037-n	물건을 베거나 썰거나 깎는 데 쓰는, 날과 자루가 있는 연장.
03941684-n
03943010-n	뚫어지거나 파낸 자리.
03943115-n
03945615-n	악기의 한 가지. 놋을 주로 하여 부어 만들되 속이 비어서 치면 소리가 나게 되었다 + 얇은 쇠붙이로 동그랗고 속이 비게 만들어 그 속에 단단한 물건을 넣어서 흔들면 소리가 나는 물건 + 나무로 만든 관에 여덟 구멍을 뚫고, 아래 끝에는 깔때기꼴로 된 놋쇠를 대고, 부리에는 갈대로 만든 혀를 끼워 부는 국악기.
03947888-n
03948459-n
03949442-n
03952696-n
03954731-n
03955296-n
03956922-n	원료나 재료를 가공하여 물건을 만들어 내는 시설을 갖춘 곳.
03959485-n	비어 있는 그릇+술 따위를 따라 마시는 데 쓰려고 만든 작은 그릇+운두가 썩 얕고 납작한 그릇
03960950-n
03963198-n	비어 있는 그릇+술 따위를 따라 마시는 데 쓰려고 만든 작은 그릇+운두가 썩 얕고 납작한 그릇
03964744-n	도구(즐겁게 노는 일)+ 운동하는 데 쓰는 기구
03965456-n	갖가지 물건을 늘 팔고 사고 하는 일정한 곳.
03965907-n	옷 폭 같은 것을 접어 줄이 가게 한 것.
03966976-n
03967270-n
03968293-n
03968886-n
03974215-n	모가 진 가장자리.
03974671-n
03975232-n	계기에서 알고자 하는 방향, 시간, 분량 따위를 가리키는 바늘.
03976657-n
03976960-n	모가 진 가장자리.
03977158-n
03977592-n
03977966-n
03981094-n
03981760-n	강이나 내나 두 언덕 사이의 위로 건너 다니도록 돌, 쇠, 나무 따위로 설쳐 만든 설비.
03982060-n	움푹하게 패어 물이 괴어 있는 곳.
03983499-n	도구(즐겁게 노는 일)+ 운동하는 데 쓰는 기구
03984234-n
03987674-n
03989349-n	드나들거나 통할 수 있도록 만들어 놓은 물건
03989447-n
03989777-n
03990474-n
03990834-n
03992703-n
03995372-n
03996145-n
03996655-n
03999992-n	여러 기구들로 짜여져 어떤 힘을 받아 움직이거나 일을 하는 장치.
04000480-n
04002026-n
04007894-n	산출한 물건.
04008634-n	전쟁에 쓰이는 총검, 화포, 핵병기 따위 온갖 기구.
04016133-n	일하는 곳.
04017137-n	‘조제한 약’를 물품으로 보고 하는 말.
04018667-n
04023249-n	물건을 만들거나 고치는 데 쓰는 기구나 연장들.
04024396-n	뚫어지거나 파낸 자리.
04025130-n
04025748-n
04026813-n
04031600-n
04033901-n
04036155-n	기름한 쇠붙이나 줄 따위로 휘어서 맞붙여 만든 물건. 
04038727-n
04045941-n
04046810-n	열차 같은 것이 다닐 수 있도록 땅위에 침목을 괴고 거기에 쇠로 만든 선로를 죽 이어서 깔아 놓은 시설
04049098-n	기차의 정거장.
04049405-n
04050066-n	물건을 만들거나 고치는 데 쓰는 기구나 연장들.
04051439-n
04052442-n	일정한 시설을 갖추어 소,말,양 따위를 전문으로 치는 곳.
04056932-n	옷을 지을 감.
04058096-n	집안에 사람이 거처하거나 일을 하기 위하여 벽 따위로 막아 만든 칸.
04059701-n	향하고 있는 쪽과 반대되는 쪽
04059947-n
04060904-n	물건을 담는 기구
04061793-n	집안에 사람이 거처하거나 일을 하기 위하여 벽 따위로 막아 만든 칸.
04062428-n
04062644-n
04065464-n	집안에 사람이 거처하거나 일을 하기 위하여 벽 따위로 막아 만든 칸.
04067818-n
04071393-n
04073208-n	사고 파는 물품.
04073948-n
04074482-n
04079244-n	사람이 들어서 살 수 있게 만든 것
04081044-n	물건을 받치거나 올려 놓는 물건
04081281-n	음식을 파는 가게.
04082710-n	흙, 나무, 돌, 벽돌 같은 것을 쌓아서 둘러 막은 방의 둘레.
04086446-n	드나들거나 통할 수 있도록 만들어 놓은 물건
04087899-n	옷 위로 가슴이나 허리를 둘러매는 끈.
04090263-n
04091693-n
04095210-n
04096066-n	다른 곳으로 다닐 수 있게 나 있는 곳
04097622-n	다른 곳으로 다닐 수 있게 나 있는 곳
04097866-n
04103364-n
04103491-n	담뱃잎을 말려서 만든 살담배, 잎담배, 엽권련, 지궐련 따위의 통틀어 일컬음.
04105068-n	집의 위쪽을 덮어 가리는 부분.
04105893-n	집안에 사람이 거처하거나 일을 하기 위하여 벽 따위로 막아 만든 칸.
04112752-n
04113194-n
04115456-n
04118776-n
04119478-n
04121511-n
04122578-n
04125021-n
04127904-n
04128499-n
04128837-n
04131015-n
04131113-n
04131929-n	주로 액체나 가루를 담는 데 쓰이는, 목과 아가리가 좁은 그릇 + 아가리가 좁고 배가 부른 질그릇의 한 가지 + 꽃을 심는 그릇
04133114-n
04133497-n	병든 사람을 진찰, 치료 및 예방하기 위하여 설비를 갖추어 놓은 곳.
04133648-n
04136161-n
04138261-n	옷을 지을 감.
04139291-n	비어 있는 그릇+술 따위를 따라 마시는 데 쓰려고 만든 작은 그릇+운두가 썩 얕고 납작한 그릇
04140064-n
04141975-n	수량, 무게, 길이, 빠르기, 방향 따위를 재는 모든 기구.
04142434-n
04148054-n
04149208-n
04150273-n
04150371-n
04150668-n
04154565-n
04157320-n	입체의 그림.
04159058-n	개인이나 단체의 이름 또는 어떤 글자나 기호 따위를 새겨 표적으로 찍는 물건.
04160586-n
04161981-n	앉을 때에 몸을 뒤로 기대는 기구.
04164868-n	글을 읽거나 쓰는 데 받치고 쓰는 상.
04164989-n	전체를 몇으로 나눈 것의 하나하나.
04166281-n
04166553-n
04170933-n	가의 언저리.	어떤 물건의 테두리나 얼개가 되는 물건.
04171066-n	한 점이 죽 이어 움직인 자취. 직선과 곡선의 구별이 있다.
04171831-n
04174026-n	옷을 지을 감.
04175380-n
04176528-n
04177755-n
04177820-n
04178897-n	베풀어서 설비한 구조물.
04183663-n	전체를 몇으로 나눈 것의 하나하나.
04183819-n
04183957-n
04184095-n
04184701-n	물건의 쪼개진 한 부분
04186709-n
04186848-n
04189282-n	옷을 지을 감.
04190464-n
04193742-n
04194289-n
04197110-n
04198233-n	옷을 지을 감.
04198562-n
04198722-n
04199027-n	땅에 딛고 서거나 걷기 위하여 발에 신는 물건. 
04202417-n	물건을 파는 가게.
04204953-n	다른 곳으로 다닐 수 있게 나 있는 곳
04205318-n
04205759-n
04206356-n
04208210-n
04210390-n	일본에서 황실의 조상이나, 또는 국가에 공이 큰 사람을 신으로서 모신 사당.
04211001-n
04213105-n	집안에 사람이 거처하거나 일을 하기 위하여 벽 따위로 막아 만든 칸.
04213353-n
04213530-n	집안에 사람이 거처하거나 일을 하기 위하여 벽 따위로 막아 만든 칸.
04214535-n
04215056-n	다른 곳으로 다닐 수 있게 나 있는 곳
04215287-n
04218142-n	개인이나 단체의 이름 또는 어떤 글자나 기호 따위를 새겨 표적으로 찍는 물건.
04219424-n	옷을 지을 감.
04222307-n
04223170-n	물건 바닥 한 가운데 박아 넣는 다른 물건.
04223299-n
04226537-n
04232800-n	공기가 통하고 햇빛을 받을 수 있도록 벽에 낸 작은 문.
04236182-n
04238128-n	도구(즐겁게 노는 일)+ 운동하는 데 쓰는 기구
04239074-n	드나들거나 통할 수 있도록 만들어 놓은 물건
04239639-n	전쟁에 쓰이는 총검, 화포, 핵병기 따위 온갖 기구.
04240097-n	도구(즐겁게 노는 일)+ 운동하는 데 쓰는 기구
04241394-n	땅에 딛고 서거나 걷기 위하여 발에 신는 물건. 
04241940-n	뚫어지거나 파낸 자리.
04243142-n	몸을 싸서 가리기 위하여 피륙 따위로 몸의 전체나 각 부분의 둘레에 맞게 지어 입는 물건.	몸을 싸서 가리기 위하여 피륙 따위로 몸의 전체나 각 부분의 둘레에 맞게 지어 입는 물건
04243370-n
04243546-n
04243941-n	여러 기구들로 짜여져 어떤 힘을 받아 움직이거나 일을 하는 장치.
04244379-n
04249415-n
04250026-n
04252560-n
04252939-n	담뱃잎을 말려서 만든 살담배, 잎담배, 엽권련, 지궐련 따위의 통틀어 일컬음.
04253437-n	몸이나 옷 따위에 묻은 때를 씻어 내거나 빼거나 하는 데 쓰는, 물에 녹으면 거품이 일고 미끈미끈하며 가루나 덩어리 또는 물로 된 물건.
04254777-n	실로 겯거나 떠서 만든 서양식 버선.
04256520-n	앉을 때에 몸을 뒤로 기대는 기구.
04256993-n
04258982-n	기준으로 삼는 사물이나 부분보다 낮은 쪽	어떤 사물의 낮은 쪽
04260934-n	‘조제한 약’를 물품으로 보고 하는 말.
04261281-n
04261506-n
04263614-n	베풀어서 설비한 구조물.
04263760-n	해, 불 따위처럼 제 몸에서 스스로 빛을 내는 물체
04264233-n
04266486-n
04269270-n
04270891-n	전쟁에 쓰이는 총검, 화포, 핵병기 따위 온갖 기구.
04271531-n	물건을 파는 가게.
04271891-n	구경할 만한 일.
