# synset_id	pos	english_lemmas	korean_lemmas
10400437-n	Noun	parliamentarian, member_of_parliament	국회의원
10402417-n	Noun	partner	상대자, 파트너, 짝
10405229-n	Noun	past_master	대가, 명수, 거장
10405540-n	Noun	pater	아버지
10405694-n	Noun	patient	환자
10406266-n	Noun	patriarch	족장
10406765-n	Noun	paterfamilias, patriarch	가장
10407726-n	Noun	frequenter, patron	고객, 단골손님
10410815-n	Noun	barbarian, tike, churl, tyke, boor, peasant, goth	만인
10410996-n	Noun	peasant	농부
10412910-n	Noun	peer	귀족
10417168-n	Noun	culprit, perpetrator	범죄자, 범인, 죄인
10417424-n	Noun	personality	인물, 사람, 인격
10417682-n	Noun	personage	인물, 명사, 사람
10418302-n	Noun	incarnation, avatar, embodiment	구상
10420809-n	Noun	p.o., petty_officer, po	하사관
10421016-n	Noun	pharaoh_of_egypt, pharaoh	파라오
10421470-n	Noun	pharmacist, pill_roller, pill_pusher, chemist, apothecary, druggist	약제사, 약사
10421753-n	Noun	pharmaceutical_chemist, pharmacologist	약제사, 약사
10423225-n	Noun	philologist, philologue	학자
10423514-n	Noun	philomath	학자
10423589-n	Noun	philosopher	철학자, 철인
10431907-n	Noun	cutpurse, dip, pickpocket	소매치기
10435367-n	Noun	sea_rover, buccaneer, sea_robber, pirate	해적
10435988-n	Noun	twirler, hurler, pitcher	투수
10437262-n	Noun	literary_pirate, pirate, plagiarizer, plagiarist, plagiariser	해적
10437852-n	Noun	complainant, plaintiff	원고, 고소인
10439851-n	Noun	participant, player	선수
10441251-n	Noun	plebeian, pleb	평민
10441962-n	Noun	plenipotentiary	전권
10443170-n	Noun	spoiler, pillager, freebooter, raider, plunderer, looter, despoiler	도적, 해적
10443955-n	Noun	plutocrat	부자
10448322-n	Noun	pointsman	교통경찰
10448983-n	Noun	officer, police_officer, policeman	순사, 경찰, 경찰관, 경관, 순경
10450303-n	Noun	politician, politico, pol, political_leader	정객, 정치가
10451263-n	Noun	politician	정객, 정치가
10452024-n	Noun	craven, poltroon, recreant	겁쟁이
10453357-n	Noun	poor_person, have-not	빈자, 가난뱅이
10455619-n	Noun	portrait_painter, portrayer, portraitist, limner	화가
10460501-n	Noun	pothunter	사냥꾼
10460806-n	Noun	thrower, ceramicist, ceramist, potter	도공
10464542-n	Noun	preceptor, don	입
10464711-n	Noun	predecessor	전신, 전임
10465128-n	Noun	prefect	장관, 지사
10465451-n	Noun	premature_baby, premature_infant, premie, preemie, preterm_infant, preterm_baby	미숙아
10468559-n	Noun	president	회장, 장, 총재, 우두머리, 사장
10468750-n	Noun	president, prexy	의장, 주석, 학장, 원장, 총재, 회장, 총통, 총장
10470779-n	Noun	priest	목사, 신부, 사제, 성직자
10471570-n	Noun	priestess	수녀
10476086-n	Noun	prisoner, captive	수인, 포로, 수로, 죄수
10476331-n	Noun	pow, prisoner_of_war	죄수, 수로, 포로
10476467-n	Noun	buck_private, private, common_soldier	병졸, 사병, 병사, 신병, 군사, 졸병
10476671-n	Noun	shamus, private_investigator, operative, private_detective, pi, private_eye, sherlock	탐정
10479783-n	Noun	prodigy	천재
10480730-n	Noun	prof, professor	교수
10484858-n	Noun	prosecuting_attorney, prosecutor, public_prosecutor, prosecuting_officer	검사, 검찰관
10485440-n	Noun	lady_of_pleasure, sporting_lady, cyprian, cocotte, woman_of_the_street, prostitute, tart, bawd, harlot, whore, working_girl, fancy_woman	음부, 갈보, 창녀, 유녀, 여공, 음녀
10486468-n	Noun	provost	장관
10489564-n	Noun	psychopath, sociopath	정신병자
10490141-n	Noun	psychotic, psychotic_person, psycho	정신병자
10496393-n	Noun	putz	바보
10497202-n	Noun	quack	돌팔이
10499857-n	Noun	queen	왕후
10505732-n	Noun	rajah, raja	왕
10506762-n	Noun	ranker	사병
10507565-n	Noun	rapporteur	서기
10510245-n	Noun	rear_admiral	소장
10512372-n	Noun	recruit, military_recruit	신병, 초년병
10514429-n	Noun	referee, ref	주심, 심판
10523519-n	Noun	resident, occupant, occupier	거주자, 주민
10525436-n	Noun	retailer, retail_merchant	소매상
10529231-n	Noun	rich_person, have, wealthy_person	거부, 부자, 부호, 장자, 재산가
10533013-n	Noun	challenger, competitor, rival, contender, competition	사람
10534586-n	Noun	robber	도적, 강도, 도둑
10536728-n	Noun	scallywag, rascal, varlet, rapscallion, scalawag, rogue, knave	악한
10541229-n	Noun	ruler, swayer	통치자
10542888-n	Noun	runner	주자
10544480-n	Noun	rustler, cattle_thief	소도둑
10546062-n	Noun	safecracker, cracksman, safebreaker	도적
10546202-n	Noun	sage	현인, 지자, 성철, 현사, 철사, 현자, 성인
10546850-n	Noun	saint, holy_person, angel, holy_man	성
10548227-n	Noun	salesclerk, shop_clerk, clerk, shop_assistant	판매원, 여점원, 점원
10548419-n	Noun	saleslady, salesgirl, saleswoman	판매원, 여점원
10548537-n	Noun	salesman	판매원
10548681-n	Noun	salesperson, sales_rep, sales_representative	판매원, 점원
10553140-n	Noun	satrap	총독
10553402-n	Noun	barbarian, savage	만인
10555430-n	Noun	black_sheep, scapegrace	망나니
10556953-n	Noun	schlepper, schlep, shlepper, shlep	멍청이, 얼간이
10557517-n	Noun	shnook, schnook	바보, 멍청이
10557699-n	Noun	schnorrer, shnorrer	거지
10557854-n	Noun	scholarly_person, bookman, scholar, student	학자, 연구가
10559603-n	Noun	schoolgirl	여학생
10559840-n	Noun	schoolmistress, schoolmarm, schoolma'am, mistress	여선생, 여교사
10560352-n	Noun	schoolteacher, school_teacher	교원, 교사
10561222-n	Noun	scion	자손, 후예, 손
10569011-n	Noun	2nd_lieutenant, second_lieutenant	소위
10570019-n	Noun	secretary	장관
10572706-n	Noun	secretary_of_state	국무장관
10575463-n	Noun	seeded_player, seed	인
10579176-n	Noun	scpo, senior_chief_petty_officer	상사
10579369-n	Noun	smsgt, senior_master_sergeant	상사
10580772-n	Noun	sergeant	병장, 하사관, 상사, 중사
10581278-n	Noun	sergeant_major, command_sergeant_major	준위
10582746-n	Noun	man, military_man, serviceman, military_personnel	인류, 사람, 전사, 병사, 군사, 무인, 인간, 무사, 군인
10586444-n	Noun	sharecropper, sharecrop_farmer, cropper	소작인
10588357-n	Noun	sheik, tribal_sheikh, arab_chief, tribal_sheik, sheikh	족장
10589243-n	Noun	shikse, shiksa	여자
10590239-n	Noun	shipowner	선주
10591949-n	Noun	shop_boy	점원
10592049-n	Noun	shop_girl	여점원
10595164-n	Noun	sibling, sib	친족, 형제자매, 형제, 동포, 동기, 혈연, 자매, 혈족
10595361-n	Noun	sibyl	무당
10595551-n	Noun	sibyl	무당
10595647-n	Noun	sick_person, sufferer, diseased_person	병자, 환자
10597889-n	Noun	signora	귀부인, 마님, 부인
10598013-n	Noun	signore	신사
10598181-n	Noun	signorina	아가씨
10599354-n	Noun	simpleton, simple	바보, 얼간이
10599806-n	Noun	vocalizer, singer, vocaliser, vocalist	가수
10603378-n	Noun	milksop, milquetoast, sissy, pantywaist, pansy	겁쟁이, 우지
10603766-n	Noun	sister-in-law	형수
10605253-n	Noun	skier	스키어
10607478-n	Noun	skinhead	불량배
10609556-n	Noun	hard_worker, striver, slave	노예
10611613-n	Noun	sleuth, sleuthhound	탐정
10612104-n	Noun	slip	전표
10612931-n	Noun	sluggard, slug	게으름뱅이
10613996-n	Noun	sweetheart, stunner, dish, mantrap, ravisher, knockout, beauty, lulu, smasher, looker, peach	미녀, 창녀, 여인, 미인, 가인
10615929-n	Noun	snatcher	날치기
10616204-n	Noun	pilferer, snitcher, sneak_thief	절도범, 좀도둑
10619409-n	Noun	socialite	명사
10621140-n	Noun	sod	놈
10621514-n	Noun	sodomite, sod, sodomist, bugger	놈
10622053-n	Noun	soldier	병졸, 군사, 전사, 병사, 사병, 졸병, 군인
10624074-n	Noun	son, boy	아이, 사내, 자식, 새끼, 도련님, 아들, 남아, 영식, 녀석, 아드님, 사나이, 남자
10624310-n	Noun	songster	가수
10624540-n	Noun	ballad_maker, songster, songwriter	작곡가
10625546-n	Noun	soprano	소프라노
10626994-n	Noun	soubrette	하녀
10627252-n	Noun	soul_mate	애인
10628644-n	Noun	crowned_head, sovereign, monarch	임금, 제왕
10632576-n	Noun	specialist, medical_specialist	전문의, 전문가
10636488-n	Noun	spinster, old_maid	노처녀
10641301-n	Noun	sprog	신병
10641755-n	Noun	spy, undercover_agent	스파이, 탐정, 첩자, 공작원, 간첩
10644598-n	Noun	staffer, staff_member	직원, 사원
10645017-n	Noun	staff_sergeant	병장, 하사, 상사
10648696-n	Noun	lead, star, principal	주연, 스타, 주역
10650162-n	Noun	national_leader, statesman, solon	정치가
10654701-n	Noun	stepfather	의붓아버지
10656120-n	Noun	stiff	인류, 사람, 인, 인물, 손, 어른, 인간, 성인
10663315-n	Noun	hustler, streetwalker, slattern, hooker, floozy, street_girl, floozie	갈보
10663996-n	Noun	striker	스트라이커
10665006-n	Noun	strongman	독재자
10665698-n	Noun	pupil, student, educatee	생도, 학생, 학도
10666259-n	Noun	practice_teacher, student_teacher	교생
10667187-n	Noun	stupid, poor_fish, pillock, stupid_person, dullard, stupe, pudding_head, pudden-head, dolt	바보, 멍청이, 얼간이
10668666-n	Noun	guinea_pig, subject, case	주체
10669991-n	Noun	underling, subordinate, subsidiary, foot_soldier	종
10671613-n	Noun	heir, successor	후사
10672192-n	Noun	suer, petitioner	원고
10675876-n	Noun	superior	전시
10676018-n	Noun	higher-up, superordinate, superior	윗사람, 전시
10679174-n	Noun	operating_surgeon, surgeon, sawbones	의사, 군의관
10680153-n	Noun	alternate, replacement, surrogate	대리인, 대, 대신, 대사, 서리, 대인, 대리, 대역
10682953-n	Noun	sweetheart, steady, truelove, sweetie	애인, 사랑, 연인
10688671-n	Noun	tagalong, hanger-on	추종자
10694258-n	Noun	teacher, instructor	사장
10695917-n	Noun	techie, tekki	전문가
10696251-n	Noun	technician	기술자, 기사, 기공, 전문가
10699262-n	Noun	worldling, tellurian, earthling, earthman	인간
10700201-n	Noun	renter, tenant	사람
10700640-n	Noun	tenant	차주, 사람
10701783-n	Noun	tenor	테너
10704886-n	Noun	thane	세인
10707804-n	Noun	stealer, thief	도둑, 절도범, 도둑놈, 도적
10719267-n	Noun	townsman, towner	도시인
10719573-n	Noun	townie, towny	주민
10720453-n	Noun	trader, monger, dealer, bargainer	장사꾼, 상인, 장수
10724372-n	Noun	transferee, transfer	전역
10726786-n	Noun	travelling_salesman, traveling_salesman, commercial_traveler, commercial_traveller, roadman, bagman	판매원
10733820-n	Noun	tutee	학생
10734129-n	Noun	twerp, twirp, twit	바보
10735298-n	Noun	tyrant, despot, autocrat	폭군, 독재자
10735707-n	Noun	tyrant	폭군
10735984-n	Noun	umpire, ump	부심, 심판
10736091-n	Noun	uncle	삼촌, 고모부, 이모부
10742111-n	Noun	doorkeeper, usher	수위
10743941-n	Noun	ux., uxor	처, 아내, 부인
10745181-n	Noun	valentine	연인
10745332-n	Noun	valet, gentleman's_gentleman, gentleman, man, valet_de_chambre	인간, 사람, 인류
10746799-n	Noun	vaudevillian	연예인
10748506-n	Noun	vermin, varmint	매개체
10748804-n	Noun	vestal	처녀
10749123-n	Noun	old_stager, old_hand, stager, old-timer, oldtimer, warhorse, veteran	구인
10749715-n	Noun	veterinary_surgeon, veterinary, veterinarian, vet	수의, 수의사
10750524-n	Noun	vicar_apostolic	대목
10751265-n	Noun	v.p., vice_president	부회장, 부장
10751785-n	Noun	viceroy, vicereine	총독
10752930-n	Noun	victor, master, superior	전시
10753442-n	Noun	villager	이민
10755815-n	Noun	viscount	자작
10755926-n	Noun	viscountess	자
10756148-n	Noun	viscount	자작
10757193-n	Noun	visitant, visitor	방문객, 손님, 손
10758713-n	Noun	voice	가수
10759543-n	Noun	voluptuary, sybarite	사람
10761962-n	Noun	wac	여군
10763383-n	Noun	waiter, server	웨이터
10763620-n	Noun	waitress	여급
10764622-n	Noun	walk-on	단역
10764719-n	Noun	wallah	담당자
10768391-n	Noun	warrant_officer	준위
10771392-n	Noun	journeyer, wayfarer	나그네, 길손, 여객
10774870-n	Noun	wet_nurse, wet-nurse, wetnurse, amah	하녀, 유모
10779416-n	Noun	white_slave	여성, 매춘부
10780284-n	Noun	widow, widow_woman	원부, 미망인, 과부
10780506-n	Noun	widower, widowman	홀아비
10780632-n	Noun	married_woman, wife	여성, 마누라, 사람, 지어미, 여편네, 여사, 안사람, 며느리, 계집, 색시, 아내, 부인, 유부녀, 영부인, 아낙네, 아주머니, 여자, 아줌마, 새댁, 와이프, 처, 마담
10781684-n	Noun	wild_man, feral_man	만인
10782135-n	Noun	wing	윙, 전시
10782362-n	Noun	wing_commander	소령
10787197-n	Noun	masher, skirt_chaser, woman_chaser, wolf	미남, 플레이보이
10787470-n	Noun	adult_female, woman	여성, 부인, 여자, 부녀자, 계집, 여인, 여류, 아낙네
10788852-n	Noun	woman	여성, 여자
10790077-n	Noun	woodcutter	나무꾼
10790192-n	Noun	woodsman, woodman, woodworker	목수
10791115-n	Noun	working_girl	여공
10791221-n	Noun	workingman, working_man, working_person, workman	노무자
10793570-n	Noun	wright	장인
10801291-n	Noun	writer	저술가, 필자
10802507-n	Noun	yardbird, yard_bird	신병, 초년병
10804287-n	Noun	young_buck, young_man	젊은이, 장정, 청년
10804406-n	Noun	spring_chicken, youth, younker, young_person	젊은이, 청년
11410527-n	Noun	efflorescence, bloom	백화, 수화
11410625-n	Noun	effect, consequence, upshot, outcome, event, result, issue	보람, 열매, 끝, 귀결
11411610-n	Noun	backwash, wake, aftermath	끝
11412727-n	Noun	change	변환, 변동, 이상, 변이, 변화, 변천, 화성, 변조, 추이, 변모
11414608-n	Noun	influence	반영, 영향, 감응, 바람, 반향
11415492-n	Noun	wind	바람
11417129-n	Noun	reaction	반응
11418460-n	Noun	luck, fortune	팔자, 신수, 행운, 행복, 명분, 운, 운수, 다행, 기운, 운명, 행, 땡, 수
11422277-n	Noun	lift, aerodynamic_lift	양력, 부력
11422822-n	Noun	chemical_attraction, affinity	친화력
11423356-n	Noun	airstream	기류
11426530-n	Noun	attractive_force, attraction	인력
11426778-n	Noun	affinity	친화력
11426914-n	Noun	repulsive_force, repulsion	반발력
11427067-n	Noun	aureole, corona	후광, 원광
11427842-n	Noun	mischance, mishap, bad_luck	액, 불운, 비운, 불우, 불행
11428023-n	Noun	ray_of_light, shaft, beam_of_light, light_beam, irradiation, ray, beam, shaft_of_light	축, 선, 살, 줄기, 방사선, 빛, 광선, 사선
11431754-n	Noun	breeze, air, gentle_wind, zephyr	서풍, 훈풍, 미풍, 산들바람, 광풍
11432155-n	Noun	sea_breeze	바닷바람
11432632-n	Noun	gentle_breeze	산들바람
11432887-n	Noun	fresh_breeze	청풍
11434594-n	Noun	centrifugal_force	원심력
11436585-n	Noun	cohesion	응집력
11443057-n	Noun	high_wind	폭풍
11443409-n	Noun	tailwind	순풍
11444117-n	Noun	death	사문, 작고, 사화, 사망, 타계, 사멸, 붕어, 서거, 운명, 상사, 절명
11445395-n	Noun	deposit, alluviation, sedimentation	퇴적
11447851-n	Noun	impulsion, drift, impetus	추진력, 기동력
11448343-n	Noun	easterly, easter, east_wind	동풍
11449907-n	Noun	electricity	전기
11450453-n	Noun	galvanism	전기
11456462-n	Noun	sunshine, temperateness, fair_weather	날씨
11458102-n	Noun	fluorescence	형광
11458314-n	Noun	fog	안개
11458514-n	Noun	fogbank	무제
11458624-n	Noun	force	힘, 세력
11461825-n	Noun	gale	강풍
11462013-n	Noun	near_gale, moderate_gale	강풍
11462276-n	Noun	strong_gale	열풍
11463371-n	Noun	radiance, glow, glowing	빛
11463544-n	Noun	glow	빛
11463746-n	Noun	fluke, good_luck, good_fortune	대운, 행운, 요행, 성운, 행복, 다행, 만행, 행, 수
11464143-n	Noun	gravity, gravitational_force, gravitational_attraction, gravitation	인력, 중력, 만유인력
11465017-n	Noun	blast, gust, blow	바람, 돌풍, 폭풍
11466043-n	Noun	heat, heat_energy	열기
11466701-n	Noun	hot_weather	염천
11467786-n	Noun	glow, incandescence	빛, 백열
11472503-n	Noun	heat_ray	적외선
11472820-n	Noun	infrared_ray	적외선
11473291-n	Noun	life	생명, 목숨
11473954-n	Noun	visible_radiation, light, visible_light	빛, 후광, 광선, 광명
11479058-n	Noun	magnetism, magnetic_attraction, magnetic_force	인력, 자력, 자기
11482706-n	Noun	mist	안개
11482985-n	Noun	moment	동력
11484570-n	Noun	monsoon	계절풍
11484741-n	Noun	monsoon	계절풍
11485186-n	Noun	starlight	성채
11486381-n	Noun	caspase-mediated_cell_death, programmed_cell_death, apoptosis	고사
11486708-n	Noun	sphacelus, necrosis, gangrene, mortification	회사, 괴사
11487078-n	Noun	brain_death, cerebral_death	뇌사
11487950-n	Noun	northerly, boreas, norther, north_wind	북풍
11491026-n	Noun	phosphorescence	형광
11497777-n	Noun	propulsion	추진력
11498040-n	Noun	pull	인력
11498203-n	Noun	push, thrust	추진력
11501381-n	Noun	rainfall, rain	빗발, 비
11501649-n	Noun	raindrop	빗방울
11501737-n	Noun	rainstorm	억수, 폭풍우
11502102-n	Noun	pelter, cloudburst, waterspout, soaker, downpour, torrent, deluge	큰비, 폭우, 억수, 장대비, 호우
11502322-n	Noun	drizzle, mizzle	무우, 이슬비, 안개비, 가랑비
11502497-n	Noun	shower, rain_shower	소나기
11503287-n	Noun	refraction	굴곡
11506349-n	Noun	scintillation	섬광
11507655-n	Noun	samiel, simoon, simoom	시문
11508382-n	Noun	snow, snowfall	눈
11508578-n	Noun	flurry, snow_flurry	눈보라
11511176-n	Noun	facula	백반
11511327-n	Noun	facula	백반
11511405-n	Noun	south_wind, souther, southerly	남풍
11514008-n	Noun	squall	동풍, 돌풍
11514805-n	Noun	stress	힘, 압력
11515051-n	Noun	tension	장력
11524662-n	Noun	atmospheric_condition, weather, conditions, weather_condition	기상, 날, 기후, 날씨, 천기
11525480-n	Noun	west_wind, wester	서풍
11525614-n	Noun	prevailing_westerly, westerly	서풍
11525955-n	Noun	wind, current_of_air, air_current	기류, 바람
11530008-n	Noun	microflora	미생물
11537506-n	Noun	moss	이끼
11542137-n	Noun	sphagnum, bog_moss, peat_moss, sphagnum_moss	수태
11552594-n	Noun	seedling	모종, 묘목
11665372-n	Noun	flowering_plant, angiosperm	화훼, 화초
11669335-n	Noun	flower, bloom, blossom	꽃, 벚꽃
11669921-n	Noun	flower	꽃
11672400-n	Noun	wildflower, wild_flower	들풀
11674332-n	Noun	inflorescence	꽃
11674914-n	Noun	bud	꽃망울, 꽃봉오리
11677259-n	Noun	style	몸
11678199-n	Noun	funiculus, funicle	대
11678635-n	Noun	ovary	태반, 난소
11679378-n	Noun	micropyle	정공
11680032-n	Noun	pore, stomate, stoma	세공, 구멍, 기공, 구
11680838-n	Noun	placenta	태반
11683989-n	Noun	seed	종자, 씨앗, 종, 뒤꿈치
11705052-n	Noun	cinnamon, cinnamon_bark	계피
11705387-n	Noun	chinese_cinnamon, cassia_bark	계피
11719286-n	Noun	paeony, peony	작약
11793779-n	Noun	calla, calla_lily, zantedeschia_aethiopica, arum_lily	칼라
11808468-n	Noun	dianthus_caryophyllus, clove_pink, gillyflower, carnation	카네이션
11812094-n	Noun	gardener's_delight, mullein_pink, lychnis_coronaria, dusty_miller, rose_campion	솜방망이
11832671-n	Noun	swiss_chard, chard_plant, beta_vulgaris_cicla, chard, leaf_beet, spinach_beet	근대
11835568-n	Noun	prickly-seeded_spinach, spinach, spinacia_oleracea, spinach_plant	시금치
11892637-n	Noun	gillyflower, stock	카네이션
11900569-n	Noun	poppy	양귀비
11902389-n	Noun	opium_poppy, papaver_somniferum	양귀비
11950345-n	Noun	chrysanthemum	국화
11951271-n	Noun	chrysanthemum	국화
11958080-n	Noun	cosmos, cosmea	코스모스
11978233-n	Noun	sunflower, helianthus	해바라기
11978713-n	Noun	common_sunflower, helianthus_annuus, mirasol	해바라기
12023407-n	Noun	silver-lace, tanacetum_ptarmiciflorum, silver_lace, dusty_miller, chrysanthemum_ptarmiciflorum	솜방망이
12041446-n	Noun	orchidaceous_plant, orchid	난초, 난
12102133-n	Noun	grass	풀, 목초
12109827-n	Noun	oat	귀리
12117695-n	Noun	barn_millet, echinochloa_crusgalli, barn_grass, barnyard_grass	피
12117912-n	Noun	japanese_millet, echinochloa_frumentacea, sanwa_millet, billion-dollar_grass, japanese_barnyard_millet	피
12123244-n	Noun	barley	보리, 겉보리
12123450-n	Noun	common_barley, hordeum_vulgare	보리
12125890-n	Noun	rice	쌀, 벼
12126084-n	Noun	oryza_sativa, cultivated_rice	벼
12126516-n	Noun	oryzopsis_hymenoides, mountain_rice, indian_millet, silk_grass, silkgrass	수수
12127575-n	Noun	hog_millet, panicum_miliaceum, broomcorn_millet	기장
12128825-n	Noun	bulrush_millet, pearl_millet, cattail_millet, pennisetum_americanum, pennisetum_glaucum	수수
12132299-n	Noun	saccharum, genus_saccharum	당
12134025-n	Noun	rye, secale_cereale	호밀
12135898-n	Noun	millet	기장, 조, 수수
12136206-n	Noun	cane	줄기
12137120-n	Noun	sorghum	수수
12137337-n	Noun	kaffir_corn, kaffir, great_millet, kafir_corn, sorghum_bicolor	수수
12137791-n	Noun	guinea_corn, dourah, indian_millet, durra, egyptian_corn, doura	수수
12138444-n	Noun	milo, milo_maize	수수
12138757-n	Noun	sorgo, sorgho, sugar_sorghum, sweet_sorghum	수수
12139196-n	Noun	broomcorn, sorghum_vulgare_technicum	수수
12141385-n	Noun	grain	곡식, 낟알, 곡류, 양곡, 곡물
12141495-n	Noun	cereal, cereal_grass	곡식, 곡류, 곡물
12142085-n	Noun	wheat	밀, 보리
12142874-n	Noun	triticum_aestivum, common_wheat	밀
12143676-n	Noun	maize, zea_mays, corn, indian_corn	양곡, 곡물, 곡류, 잡곡, 옥수수, 수수
12144117-n	Noun	corn	옥수수, 양곡, 곡류, 잡곡, 곡물
12144399-n	Noun	field_corn	옥수수
12157056-n	Noun	kernel	핵, 인, 씨, 종, 뒤꿈치
12197211-n	Noun	cola, genus_cola	종족
12212361-n	Noun	vegetable	채소, 야채
12280364-n	Noun	mast	전주
12300840-n	Noun	olive_tree	올리브
12301180-n	Noun	european_olive_tree, olea_europaea, olive	올리브
12633638-n	Noun	apple_tree	사과나무
12633994-n	Noun	orchard_apple_tree, apple, malus_pumila	사과나무
12638218-n	Noun	plum_tree, plum	매화나무
12640607-n	Noun	apricot_tree, apricot	살구나무
12640839-n	Noun	mei, japanese_apricot, prunus_mume	매화나무
12641413-n	Noun	cherry, cherry_tree	체리, 벚나무
12645174-n	Noun	prunus_amygdalus, almond, prunus_dulcis, sweet_almond, amygdalus_communis	편도
12645530-n	Noun	amygdalus_communis_amara, bitter_almond, prunus_dulcis_amara	편도
12646605-n	Noun	prunus_incisa, fuji_cherry, fuji	등
12648045-n	Noun	peach_tree, prunus_persica, peach	복숭아나무
12651821-n	Noun	fruit_tree	과수
12695975-n	Noun	melia_azedarach, persian_lilac, china_tree, chinaberry_tree, chinaberry, melia_azederach, azederach, azedarach, pride-of-india	전단
12708293-n	Noun	orange_tree, orange	등, 오렌지
12708654-n	Noun	seville_orange, bitter_orange_tree, bigarade, marmalade_orange, sour_orange, citrus_aurantium, bitter_orange	등
12710577-n	Noun	satsuma, satsuma_tree	귤나무
12710693-n	Noun	sweet_orange_tree, citrus_sinensis, sweet_orange	오렌지
12711596-n	Noun	citrus_limon, lemon, lemon_tree	레몬
12741792-n	Noun	jaboncillo, china_tree, chinaberry, false_dogwood, sapindus_saponaria	전단
12752666-n	Noun	maple	색
12771192-n	Noun	persimmon_tree, persimmon	감나무
12771390-n	Noun	japanese_persimmon, diospyros_kaki, kaki	감나무
12907465-n	Noun	tobacco, tobacco_plant	담배, 연초
12997919-n	Noun	mushroom	양송이, 버섯
13077033-n	Noun	mould, mold	곰팡이
13077295-n	Noun	mildew	곰팡이
13085864-n	Noun	crop, harvest	작물, 농작물
13090594-n	Noun	beard	턱수염, 수염
13111504-n	Noun	tree_stump, stump	그루터기
13125117-n	Noun	root	루트, 뿌리, 밑동
13126580-n	Noun	rootlet	잔뿌리
13127473-n	Noun	slip, cutting	전표
13128003-n	Noun	crown, treetop	정, 노정, 관
13128976-n	Noun	rachis	꽃대
13129165-n	Noun	stalk, stem	줄기, 수경, 대
13130305-n	Noun	caudex, stock	줄기
13130726-n	Noun	flower_stalk, scape	꽃대
13131516-n	Noun	ray	살
13131618-n	Noun	petiole, leafstalk	줄기
13131883-n	Noun	leaf_blade, blade	잎, 잎사귀
13132156-n	Noun	pedicle, pedicel	줄기
13132338-n	Noun	flower_cluster	꽃송이
13132756-n	Noun	thyrse, thyrsus	음경
13133613-n	Noun	capitulum, ear, spike	이삭
13134059-n	Noun	bulb	구경
13134680-n	Noun	corm	구경
13135832-n	Noun	seed	인, 씨앗, 씨, 종, 뒤꿈치
13141797-n	Noun	chittam_bark, chittem_bark, cascara_sagrada, cascara	나무껍질
13152742-n	Noun	leafage, leaf, foliage	나뭇잎, 잎, 잎사귀
13154077-n	Noun	leaflet	전단
13154190-n	Noun	leaf_node, node	마디
13154494-n	Noun	frond	잎, 잎사귀
13162297-n	Noun	bark	나무껍질
13163471-n	Noun	culm	줄기
13163649-n	Noun	halm, haulm	줄기
13164583-n	Noun	sprout	눈, 새싹, 새순, 움, 싹
13164763-n	Noun	shoot	새순
13164970-n	Noun	tiller	싹
13165086-n	Noun	bud	눈, 새순, 새싹, 움, 싹
13165815-n	Noun	tree_trunk, trunk, bole	줄기
13166044-n	Noun	burl	마디
13166191-n	Noun	burl	마디
13240025-n	Noun	old_growth, virgin_forest	원시림
13244109-n	Noun	property, belongings, holding	소도구, 재, 포유, 재물, 소유물, 소지품, 소유, 소장
13244881-n	Noun	worldly_possessions, worldly_belongings, worldly_goods	재, 재물
13246079-n	Noun	personal_effects, effects	재물, 소장품
13246332-n	Noun	things	소지품, 사물
13249699-n	Noun	homestead	대지
13250048-n	Noun	land	땅, 대지, 용지, 토지
13250398-n	Noun	wealth	재
13250542-n	Noun	money	재
13250680-n	Noun	pile, big_money, megabucks, big_bucks, bundle	전지
13250930-n	Noun	estate	재, 가장, 재물
13251154-n	Noun	clobber, stuff	물건, 소지품
13253423-n	Noun	accession, addition	첨가물
13254237-n	Noun	assignment, grant	이양, 양도, 양여
13254805-n	Noun	gain	잇속, 플러스, 이득, 얻, 이윤, 득, 이익, 영리, 이
13255145-n	Noun	income	수입, 수확, 수익, 수입액, 이익, 소득
13256691-n	Noun	receipts, gross, revenue	입금, 수입금
13256894-n	Noun	national_income	국민소득
13258362-n	Noun	profit, net_profit, lucre, earnings, net_income, net, profits	잇속, 플러스, 순리, 득, 수익, 이윤, 이득, 이익, 영리, 이, 순이익, 소득
13259917-n	Noun	winnings, profits, win	이득, 이익, 이
13260190-n	Noun	payoff, take, return, yield, proceeds, takings, issue	수입, 잇속, 차지, 수확, 득, 잡, 수익, 타, 이득, 수량, 이익, 이
13260510-n	Noun	fast_buck, quick_buck	불로소득
13260645-n	Noun	filthy_lucre	돈
13260762-n	Noun	margin, gross_profit_margin, gross_profit	귀, 마진, 연, 이익
13260936-n	Noun	gross_sales, sales, gross_revenue	총수입
13261916-n	Noun	taxation, tax_income, revenue, tax_revenue	수입, 세수, 수익, 세입
13262462-n	Noun	spoil	전리품
13262663-n	Noun	plunder, pillage, swag, prize, dirty_money, loot, booty	전리품, 장물
13262913-n	Noun	heritage, inheritance	유물
13265011-n	Noun	gift	예물, 선물
13265749-n	Noun	largess, largesse	선물
13265904-n	Noun	financial_aid, economic_aid, aid	구호
13268020-n	Noun	gratuity	행하, 선물
13268146-n	Noun	prize, award	상, 시상, 상품, 상여
13268484-n	Noun	door_prize	덤, 경품
13268842-n	Noun	present	행하, 촌지, 공물, 선물
13270373-n	Noun	offering	공물, 제물
13271320-n	Noun	endowment, endowment_fund	기부행위
