# synset_id	lemma	example
07545415-n	경의	～를 표하다.
07545415-n	존중	명예 ～. 인격 ～.
07545717-n	자비	～를 베풀다.
07546279-n	마음	기쁜 ～. 괴로운 ～. ～이 상하다.
07546279-n	열정	～을 쏟다.
07546465-n	원망	안 주면 안 준다고 ～이오, 주면 적다고 ～이다.
07546465-n	미움	～이 사무쳐서 원한이 되다. ～을 사다. ～을 받다.
07547805-n	반감	～이 생긴다. ～을 품는다.
07547805-n	적의	～를 품고 있다.
07547805-n	미움	～이 사무쳐서 원한이 되다. ～을 사다. ～을 받다.
07548100-n	반감	～이 생긴다. ～을 품는다.
07548100-n	악의	～를 품다.
07548100-n	악의	알고 있으면서 모른 체 한 것은 ～다.
07548100-n	악의	～로 해석하다.
07548100-n	적의	～를 품고 있다.
07548100-n	미움	～이 사무쳐서 원한이 되다. ～을 사다. ～을 받다.
07548978-n	원망	안 주면 안 준다고 ～이오, 주면 적다고 ～이다.
07548978-n	감정	지는 낙엽에도 눈물짓는 ～이 풍부한 문학 소녀. ～이 메마른 목석 같은 사나이.
07548978-n	미움	～이 사무쳐서 원한이 되다. ～을 사다. ～을 받다.
07549536-n	마음	기쁜 ～. 괴로운 ～. ～이 상하다.
07549536-n	원망	안 주면 안 준다고 ～이오, 주면 적다고 ～이다.
07549716-n	선망	～과 동경. ～의 목표.
07549716-n	원망	안 주면 안 준다고 ～이오, 주면 적다고 ～이다.
07550079-n	질	～이 좋은 상품. ～이 나쁜 종이. ～낮은 술. ～이 안 좋은 사람.
07550079-n	질투심	～이 많은 여자.
07550369-n	악의	～를 품다.
07550369-n	악의	알고 있으면서 모른 체 한 것은 ～다.
07550369-n	악의	～로 해석하다.
07550666-n	마음	기쁜 ～. 괴로운 ～. ～이 상하다.
07550666-n	반감	～이 생긴다. ～을 품는다.
07550666-n	악의	～를 품다.
07550666-n	악의	알고 있으면서 모른 체 한 것은 ～다.
07550666-n	악의	～로 해석하다.
07550666-n	독	사나운 ～을 품고 있다.
07550666-n	원망	안 주면 안 준다고 ～이오, 주면 적다고 ～이다.
07550666-n	미움	～이 사무쳐서 원한이 되다. ～을 사다. ～을 받다.
07551052-n	무드	～를 잡다. ～가 있다. ～에 약하다.
07551052-n	마음	기쁜 ～. 괴로운 ～. ～이 상하다.
07551052-n	기분	목욕하고 새 옷으로 갈아입으니 ～이 한결 상쾌하다. ～ 좋은 일. ～이 나쁘다.
07551052-n	심기	～가 불편하다. ～를 일신하다.
07551052-n	비위	～를 맞춰 주어야 말을 잘 듣는다. ～에 잘 맞는 일.
07551052-n	비위	～가 동하다. ～를 돋우다. ～에 맞는다.
07551890-n	재미	～가 있다. ～가 좋다. ～를 느끼다.
07551890-n	즐거움	마음의 ～은 양약이다.
07552087-n	불쾌	쾌와 ～.
07552549-n	신	～이 오르다.
07553301-n	마음	기쁜 ～. 괴로운 ～. ～이 상하다.
07553741-n	마음	기쁜 ～. 괴로운 ～. ～이 상하다.
07553741-n	동정	～이 간다. ～을 보인다. ～을 감출 수 없다.
07553741-n	연민	～의 정.
07553964-n	동정	～이 간다. ～을 보인다. ～을 감출 수 없다.
07553964-n	연민	～의 정.
07554342-n	마음	기쁜 ～. 괴로운 ～. ～이 상하다.
07554500-n	연민	～의 정.
07554856-n	감정	지는 낙엽에도 눈물짓는 ～이 풍부한 문학 소녀. ～이 메마른 목석 같은 사나이.
07555014-n	정열	거룩한 분노는⁄종교보다 깊고 ⁄불붙는 ～은 ⁄사랑보다 강하다.
07555014-n	신	～이 오르다.
07555014-n	열정	～을 쏟다.
07555402-n	정열	거룩한 분노는⁄종교보다 깊고 ⁄불붙는 ～은 ⁄사랑보다 강하다.
07555402-n	열정	～을 쏟다.
07556637-n	음식	같은 재료의 ～도 주무르는 손에 의하여 맛이 달라진다.
07556637-n	양식	해마다 당하는 ～ 걱정을 면하기 위하여 온 가족이 쉴 사이 없이 노력한다.
07560652-n	끼니	～를 거르다. ～를 굶다. ～를 때우다. ～를 잇지 못하는 가난한 사람들.
07560652-n	식사	～가 끝나다.
07560903-n	식사	～가 끝나다.
07561112-n	밥	개 ～. 짐승의 ～.
07561112-n	때	밥 먹을 ～. ～를 거르다. 하루 세 ～를 먹다.
07561112-n	밥	아침 ～은 국수로 때웠다.
07561112-n	식사	～가 끝나다.
07564796-n	죽이다	보초로 무료한 시간을 죽이고 있을 때.
07565161-n	식사	～가 끝나다.
07565259-n	밥	개 ～. 짐승의 ～.
07565259-n	때	밥 먹을 ～. ～를 거르다. 하루 세 ～를 먹다.
07565259-n	밥	아침 ～은 국수로 때웠다.
07565259-n	식사	～가 끝나다.
07570720-n	영양분	식물의 ～으로 질소, 인산, 칼리가 주요하다.
07572353-n	양식	해마다 당하는 ～ 걱정을 면하기 위하여 온 가족이 쉴 사이 없이 노력한다.
07572353-n	양도	흉년이 겹쳐 들어 초근목피도 새로운 ～로 되었다.
07593471-n	음식	같은 재료의 ～도 주무르는 손에 의하여 맛이 달라진다.
07649854-n	살	생선 ～을 발라먹다.
07649854-n	고기	～를 굽다.
07663220-n	양	～ 한 보를 거피를 내고 노글노글하게 이겼다.
07666733-n	양	～ 한 보를 거피를 내고 노글노글하게 이겼다.
07667151-n	양	～ 한 보를 거피를 내고 노글노글하게 이겼다.
07676602-n	고기	～를 굽다.
07679356-n	빵	～만으로는 살 수 없다. ～과 자유를 달라. ～ 문제가 선결 과제이다.
07679356-n	양식	해마다 당하는 ～ 걱정을 면하기 위하여 온 가족이 쉴 사이 없이 노력한다.
07683786-n	빵	～만으로는 살 수 없다. ～과 자유를 달라. ～ 문제가 선결 과제이다.
07699584-n	국수	～를 누르다. ～를 말리다. ～를 삶다.
07713074-n	가지	～를 따다.
07719437-n	움	～이 돋다.
07731952-n	곡물	～ 시장.
07734744-n	버섯	～을 따다.
07747455-n	단면	인생의 ～. 민족성의 한 ～.
07747455-n	마디	한 ～도 묻지 않았다. 노래 한 ～ 부르다.
07747455-n	부분	～과 전체. 이 ～이 가장 중요한 대목입니다. 그 쪽 ～을 고쳐 주시오.
07757132-n	앵두	～ 같이 고운 입술.
07757312-n	앵두	～ 같이 고운 입술.
07800091-n	여물	～을 썰다. 소는 먹은 ～을 새김질하고 있다.
07800740-n	꼴	～을 베다.
07800740-n	여물	～을 썰다. 소는 먹은 ～을 새김질하고 있다.
07801091-n	꼴	～을 베다.
07801091-n	여물	～을 썰다. 소는 먹은 ～을 새김질하고 있다.
07802026-n	꼴	～을 베다.
07802026-n	여물	～을 썰다. 소는 먹은 ～을 새김질하고 있다.
07802417-n	곡물	～ 시장.
07804323-n	산미	～ 증산 계획.
07804323-n	밥	～이 질다. ～이 되다. ～을 짓는다. ～을 푼다. ～을 한 술 뜬다. ～과 국. ～과 죽.
07809368-n	간	～을 넣다. ～을 치다.
07809368-n	양념	～을 넣다. ～이 좋아야 김치 맛도 좋다.
07810907-n	양념	～을 넣다. ～이 좋아야 김치 맛도 좋다.
07812184-n	양념	～을 넣다. ～이 좋아야 김치 맛도 좋다.
07825972-n	간장	～을 달이다. 국에 ～을 치다.
07858978-n	꿀	～을 따다.
07859951-n	꿀	～을 따다.
07883384-n	선약	감기에는 이 약이 ～입니다.
07883384-n	묘약	사랑의 ～.
07884567-n	술	～을 거르다. ～을 담그다. ～을 마시다. ～을 빚다. ～에 취하다.
07891433-n	탁주	청주와 ～.
07891433-n	술	～을 거르다. ～을 담그다. ～을 마시다. ～을 빚다. ～에 취하다.
07891433-n	막걸리	텁텁한 ～. 찹쌀 ～.
07891726-n	술	～을 거르다. ～을 담그다. ～을 마시다. ～을 빚다. ～에 취하다.
07901587-n	술	～을 거르다. ～을 담그다. ～을 마시다. ～을 빚다. ～에 취하다.
07904865-n	대포	～ 한 잔.
07923748-n	국	～을 끓이다. 밥을 ～에 말아 먹다.
07933274-n	차	～를 마신다.
07935504-n	물	～을 마시다. ～이 마르다. ～이 맑다. 흐르는 ～. 생물의 몸은 70% 이상이 ～로 되어 있다. ～을 아끼다.
07935504-n	물	～ 감자.
07935878-n	물	～을 마시다. ～이 마르다. ～이 맑다. 흐르는 ～. 생물의 몸은 70% 이상이 ～로 되어 있다. ～을 아끼다.
07935878-n	물	～ 감자.
07943300-n	대중	～ 앞에서 연설을 한다.
07944754-n	용사	국군 ～. 백전의 ～.
07947255-n	대중	～ 앞에서 연설을 한다.
07947255-n	대중	근로 ～의 생활 보호.
07947255-n	사람	～을 기르다. ～이 되다. 된 ～.
07951464-n	떼	～를 지어 다니다.(나다, 살다).
07951464-n	통	자네도 그와 한 ～이 되었나?
07951464-n	무리	～를 짓다.
07954014-n	덩어리	온 동네 사람들이 한 ～가 되어 즐거운 하루를 보냈다.
07954731-n	떼	～를 지어 다니다.(나다, 살다).
07954731-n	다발	～이 크다. ～이 작다. ～을 짓다. 미나리를 ～로 산다.
07954731-n	무리	～를 짓다.
07956426-n	짝	점잖은 체면에 그게 무슨 ～이냐?
07956721-n	대	～를 편성하다.
07958407-n	대	～를 편성하다.
07958407-n	짝	점잖은 체면에 그게 무슨 ～이냐?
07959943-n	다발	～이 크다. ～이 작다. ～을 짓다. 미나리를 ～로 산다.
07959943-n	덩어리	온 동네 사람들이 한 ～가 되어 즐거운 하루를 보냈다.
07959943-n	덩어리	메주～.
07959943-n	덩이	진흙 ～.
07959943-n	떼	～를 지어 다니다.(나다, 살다).
07959943-n	무리	～를 짓다.
07960384-n	매	쇠고기를 ～를 지어 팔다.
07960928-n	다발	～이 크다. ～이 작다. ～을 짓다. 미나리를 ～로 산다.
07961016-n	덩어리	온 동네 사람들이 한 ～가 되어 즐거운 하루를 보냈다.
07961016-n	덩어리	메주～.
07961016-n	덩이	진흙 ～.
07961016-n	무리	～를 짓다.
07961016-n	알	장딴지에 ～이 배다.
07961480-n	덩어리	온 동네 사람들이 한 ～가 되어 즐거운 하루를 보냈다.
07961480-n	서리	나무 ～, 사람 ～.
07962124-n	떼	～를 지어 다니다.(나다, 살다).
07962124-n	덩어리	온 동네 사람들이 한 ～가 되어 즐거운 하루를 보냈다.
07962124-n	통	자네도 그와 한 ～이 되었나?
07962124-n	대중	～ 앞에서 연설을 한다.
07962124-n	무리	～를 짓다.
07965085-n	단체	～를 이루다. ～가 생기다. ～의 장.
07966140-n	세상	좋은 ～. ～에 알리다. ～이 다 아는 일. 전쟁이 없는 ～.
07966140-n	세상	～에 나가다.
07966140-n	사회	졸업하고 ～에 나가면 무엇을 하려느냐?
07966140-n	사회	가정이 가장 작은 ～라면 마을이나 나라는 넓은 ～가 된다.
07966927-n	기업	～을 경영하다. ～ 윤리.
07969695-n	씨족	고대원시 ～ 사회. ～은 각각 성과 본을 가지고 있다.
07969695-n	떨거지	그 집도 ～가 많다.
07969695-n	울	그 사람은 ～이 세다.
07970406-n	입	～이 많다.
07970406-n	울	그 사람은 ～이 세다.
07970406-n	가족	～ 부양. 많은 ～. ～이 단출하다.
07970721-n	대	～를 편성하다.
07970721-n	살붙이	누가 제 ～를 모른다고 하랴.
07970721-n	사람	～을 기르다. ～이 되다. 된 ～.
07970721-n	권속	그는 처자 ～을 데리고 피난길을 떠났다.
07970721-n	씨족	고대원시 ～ 사회. ～은 각각 성과 본을 가지고 있다.
07970721-n	울	그 사람은 ～이 세다.
07970721-n	가족	～ 부양. 많은 ～. ～이 단출하다.
07971141-n	입	～이 많다.
07971141-n	사람	～을 기르다. ～이 되다. 된 ～.
07971141-n	권속	그는 처자 ～을 데리고 피난길을 떠났다.
07971141-n	가족	～ 부양. 많은 ～. ～이 단출하다.
07971449-n	집	김～. 이～.
07973487-n	핵가족	～ 시대에 있어서의 노후 문제.
07975026-n	떼	～를 지어 다니다.(나다, 살다).
07975026-n	통	자네도 그와 한 ～이 되었나?
07975026-n	무리	～를 짓다.
07976420-n	대표단	～ 단장. 무역 ～. 통상 ～.
07976936-n	대	～를 편성하다.
07976936-n	짝	점잖은 체면에 그게 무슨 ～이냐?
07976936-n	짝	갈비 두 ～.
07985223-n	대	～를 편성하다.
07985223-n	짝	점잖은 체면에 그게 무슨 ～이냐?
07985223-n	짝	갈비 두 ～.
07985628-n	짝	점잖은 체면에 그게 무슨 ～이냐?
07985628-n	짝	갈비 두 ～.
07988857-n	짝	점잖은 체면에 그게 무슨 ～이냐?
07989373-n	안팎	그 집은 농사철만 되면 ～이 들에 나와 부지런히 일하였다.
07989373-n	부부	～ 생활.
07989373-n	양주	이놈이 심술이 고약하여 술 잘 먹고 욕 잘 하기, 패는 곡식 이삭 빼기, 잔치 밥에 모래 넣기, 남의 ～ 잠자는 데 소리 질러 불러 내기….
07990956-n	떼	～를 지어 다니다.(나다, 살다).
07990956-n	무리	～를 짓다.
07991169-n	떼	～를 지어 다니다.(나다, 살다).
07991169-n	무리	～를 짓다.
07991272-n	무리	～를 짓다.
07991579-n	떼	～를 지어 다니다.(나다, 살다).
07991579-n	무리	～를 짓다.
07992116-n	떼	～를 지어 다니다.(나다, 살다).
07992116-n	무리	～를 짓다.
07992222-n	다발	～이 크다. ～이 작다. ～을 짓다. 미나리를 ～로 산다.
07994331-n	떼	～를 지어 다니다.(나다, 살다).
07994331-n	무리	～를 짓다.
07994555-n	떼	～를 지어 다니다.(나다, 살다).
07994555-n	무리	～를 짓다.
07994941-n	떼	～를 지어 다니다.(나다, 살다).
07994941-n	무리	～를 짓다.
07995164-n	떼	～를 지어 다니다.(나다, 살다).
07995164-n	무리	～를 짓다.
07995453-n	떼	～를 지어 다니다.(나다, 살다).
07995453-n	무리	～를 짓다.
07995856-n	무리	～를 짓다.
07996010-n	무리	～를 짓다.
07996149-n	떼	～를 지어 다니다.(나다, 살다).
07996149-n	무리	～를 짓다.
07996689-n	대	～를 편성하다.
07996689-n	덩어리	온 동네 사람들이 한 ～가 되어 즐거운 하루를 보냈다.
07996689-n	짝	점잖은 체면에 그게 무슨 ～이냐?
07997703-n	축	한 ～은 이미 떠났고 다음 ～은 떠날 채비를 하고 있다.
08008017-n	다발	～이 크다. ～이 작다. ～을 짓다. 미나리를 ～로 산다.
08008254-n	다발	～이 크다. ～이 작다. ～을 짓다. 미나리를 ～로 산다.
08049401-n	단체	～를 이루다. ～가 생기다. ～의 장.
08056231-n	기업	～을 경영하다. ～ 윤리.
08059412-n	기업	～을 경영하다. ～ 윤리.
08061042-n	기업	～을 경영하다. ～ 윤리.
08065234-n	산업	～은 일의 종류에 따라 농업, 공업, 상업 따위로 나뉘고 힘들이는 단계에 따라 농업 따위의 1차～, 공업 따위의 2차～, 상업 따위의 3차～으로 나누기도 한다.
08077177-n	조	～를 묶다. 세 ～로 나누어 청소를 하다.
08078020-n	집	김～. 이～.
08078020-n	입	～이 많다.
08078020-n	울	그 사람은 ～이 세다.
08078020-n	가족	～ 부양. 많은 ～. ～이 단출하다.
08101410-n	무리	～를 짓다.
08102282-n	측	학교 ～보다도 학부형 ～이 더 열심이다.
08111157-n	무리	～를 짓다.
08114004-n	성	국무～. 국방～.
08114861-n	부	교육～. 공무～. 참모～. 편집～.
08114861-n	성	국무～. 국방～.
08121542-n	당국	정부 ～. 관계 ～.
08132955-n	도	～에 가는 길이다.
08135342-n	도	～에 가는 길이다.
08153102-n	속인	환속하여 ～이 되었다.
08161757-n	단체	～를 이루다. ～가 생기다. ～의 장.
08163792-n	모임	이 ～은 순수 학술단체입니다.
08163792-n	통	자네도 그와 한 ～이 되었나?
08163792-n	회	발표～. 송별～. 환영～. 체육～. 화수～.
08166552-n	백성	나라는 온 ～이 웃으며 살 수 있도록 다스려져야 한다.
08166552-n	국민	～ 발안. ～ 자치.
08166552-n	민	～이 원하는 대로 따르다.
08168978-n	공화국	민주 ～.
08168978-n	국가	～와 국민. ～의 삼요소는 영토, 국민, 주권이다.
08168978-n	국	4개 ～ 정상회담.
08171094-n	축	한 ～은 이미 떠났고 다음 ～은 떠날 채비를 하고 있다.
08171792-n	축	한 ～은 이미 떠났고 다음 ～은 떠날 채비를 하고 있다.
08174167-n	짝	점잖은 체면에 그게 무슨 ～이냐?
08179689-n	대중	～ 앞에서 연설을 한다.
08179689-n	대중	근로 ～의 생활 보호.
08179689-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
08179689-n	사람	～을 기르다. ～이 되다. 된 ～.
08180190-n	덩어리	온 동네 사람들이 한 ～가 되어 즐거운 하루를 보냈다.
08180190-n	대중	～ 앞에서 연설을 한다.
08180190-n	대중	근로 ～의 생활 보호.
08180190-n	사람	～을 기르다. ～이 되다. 된 ～.
08180484-n	대중	～ 앞에서 연설을 한다.
08180484-n	대중	근로 ～의 생활 보호.
08182379-n	떼	～를 지어 다니다.(나다, 살다).
08182379-n	덩어리	온 동네 사람들이 한 ～가 되어 즐거운 하루를 보냈다.
08182379-n	무리	～를 짓다.
08182716-n	무리	～를 짓다.
08183046-n	떼	～를 지어 다니다.(나다, 살다).
08183046-n	무리	～를 짓다.
08183290-n	대	～를 편성하다.
08183290-n	무리	～를 짓다.
08184217-n	떼	～를 지어 다니다.(나다, 살다).
08184217-n	무리	～를 짓다.
08184335-n	떼	～를 지어 다니다.(나다, 살다).
08184335-n	무리	～를 짓다.
08184600-n	떼	～를 지어 다니다.(나다, 살다).
08190292-n	떼	～를 지어 다니다.(나다, 살다).
08190292-n	부대	곡괭이 ～는 앞으로 나오고 삽 ～는 뒤로 물러서라.
08190292-n	무리	～를 짓다.
08191230-n	군대	강한 ～. ～ 해산.
08198398-n	떼	～를 지어 다니다.(나다, 살다).
08198398-n	부대	곡괭이 ～는 앞으로 나오고 삽 ～는 뒤로 물러서라.
08198398-n	무리	～를 짓다.
08199025-n	군	제1～. 제2～.
08199025-n	군대	강한 ～. ～ 해산.
08199025-n	군	～ 경력. ～에 입대하다.
08208560-n	조	～를 묶다. 세 ～로 나누어 청소를 하다.
08208560-n	대	～를 편성하다.
08208560-n	짝	점잖은 체면에 그게 무슨 ～이냐?
08209687-n	당국	정부 ～. 관계 ～.
08213079-n	무리	～를 짓다.
08213079-n	대	～를 편성하다.
08213079-n	부대	곡괭이 ～는 앞으로 나오고 삽 ～는 뒤로 물러서라.
08213079-n	단체	～를 이루다. ～가 생기다. ～의 장.
08213079-n	떼	～를 지어 다니다.(나다, 살다).
08215495-n	전위	～의 구실.
08218393-n	전위	～의 구실.
08220714-n	부	교육～. 공무～. 참모～. 편집～.
08224274-n	단체	～를 이루다. ～가 생기다. ～의 장.
08226978-n	마을	고향～. 작은～.
08226978-n	부락	자연 ～. 강 건너 ～.
08227088-n	협동조합	농업 ～, 수산업 ～.
08227214-n	모임	이 ～은 순수 학술단체입니다.
08227214-n	회	발표～. 송별～. 환영～. 체육～. 화수～.
08227214-n	단체	～를 이루다. ～가 생기다. ～의 장.
08227214-n	서클	문학 ～. 음악 ～.
08227916-n	모임	이 ～은 순수 학술단체입니다.
08227916-n	단체	～를 이루다. ～가 생기다. ～의 장.
08227916-n	패	～를 짓다. ～를 이루다.
08227916-n	짝	점잖은 체면에 그게 무슨 ～이냐?
08228665-n	분단	청년단의 제 5～.
08228665-n	분단	제 5학년 2반 3～.
08239808-n	모임	이 ～은 순수 학술단체입니다.
08240169-n	대	～를 편성하다.
08240169-n	떼	～를 지어 다니다.(나다, 살다).
08240169-n	패거리	～를 짓다.
08240169-n	짝	점잖은 체면에 그게 무슨 ～이냐?
08240169-n	무리	～를 짓다.
08240633-n	무리	～를 짓다.
08240633-n	붕당	～이 갈린다. ～을 짓는다.
08240633-n	파	～가 나뉘다. ～가 갈라지다. ～를 만들다. ～를 짓다.
08240633-n	도당	반역 ～. 괴뢰 ～.
08240633-n	당파	～ 난립.
08240633-n	패거리	～를 짓다.
08240633-n	파벌	～이 생기다. ～을 만들다. ～을 짓다.
08241798-n	도당	반역 ～. 괴뢰 ～.
08241798-n	당파	～ 난립.
08241798-n	파벌	～이 생기다. ～을 만들다. ～을 짓다.
08242223-n	축	한 ～은 이미 떠났고 다음 ～은 떠날 채비를 하고 있다.
08244062-n	무리	～를 짓다.
08244062-n	떼	～를 지어 다니다.(나다, 살다).
08246302-n	떼	～를 지어 다니다.(나다, 살다).
08249038-n	대	～를 편성하다.
08249960-n	대	～를 편성하다.
08251877-n	당파	～ 난립.
08251877-n	파벌	～이 생기다. ～을 만들다. ～을 짓다.
08252467-n	행사	기념 ～. ～ 계획.
08264897-n	대	～를 편성하다.
08264897-n	무리	～를 짓다.
08266235-n	대	～를 편성하다.
08266235-n	표	차례 적은 ～를 가져오너라.
08266235-n	시간표	수업 ～. 작업 예정 ～.
08272961-n	짝	점잖은 체면에 그게 무슨 ～이냐?
08273843-n	떼	～를 지어 다니다.(나다, 살다).
08273843-n	다발	～이 크다. ～이 작다. ～을 짓다. 미나리를 ～로 산다.
08273843-n	통	자네도 그와 한 ～이 되었나?
08273843-n	패거리	～를 짓다.
08273843-n	짝	점잖은 체면에 그게 무슨 ～이냐?
08273843-n	무리	～를 짓다.
08274354-n	떼	～를 지어 다니다.(나다, 살다).
08274354-n	무리	～를 짓다.
08274443-n	떼	～를 지어 다니다.(나다, 살다).
08274443-n	무리	～를 짓다.
08274565-n	떼	～를 지어 다니다.(나다, 살다).
08274565-n	무리	～를 짓다.
08274718-n	떼	～를 지어 다니다.(나다, 살다).
08274718-n	무리	～를 짓다.
08274826-n	떼	～를 지어 다니다.(나다, 살다).
08274826-n	부대	곡괭이 ～는 앞으로 나오고 삽 ～는 뒤로 물러서라.
08274826-n	무리	～를 짓다.
08278169-n	단체	～를 이루다. ～가 생기다. ～의 장.
08278324-n	대	～를 편성하다.
08305942-n	우방	민주 ～.
08305942-n	편	～이 많은 사람. ～을 나누다. 우리 ～ 이겨라!
08308800-n	국회	～가 열린다. ～ 회기.
08309086-n	국회	～가 열린다. ～ 회기.
08318691-n	단체	～를 이루다. ～가 생기다. ～의 장.
08322981-n	대	～를 편성하다.
08324274-n	사무국	유엔 ～.
08337324-n	사무국	유엔 ～.
08337324-n	부	교육～. 공무～. 참모～. 편집～.
08357784-n	관료	～ 사회.
08363812-n	왕정	신은 두려워하건대, ～이 신으로 말미암아 어지럽고….
08366753-n	경제	～정보
08368907-n	대	～를 편성하다.
08369406-n	대	～를 편성하다.
08374049-n	무리	～를 짓다.
08376250-n	일련	소비자 보호 등 ～의 국민 복지 향상을 위한 정책.
08381820-n	내각	～ 불신임.
08385280-n	방문	해외 교포 ～.
08397255-n	부대	곡괭이 ～는 앞으로 나오고 삽 ～는 뒤로 물러서라.
08397255-n	무리	～를 짓다.
08397255-n	떼	～를 지어 다니다.(나다, 살다).
08400965-n	짝	점잖은 체면에 그게 무슨 ～이냐?
08401248-n	분단	청년단의 제 5～.
08401248-n	분단	제 5학년 2반 3～.
08401554-n	고객	～에게 친절을 다하라. 많은 ～이 찾는 갖가지 상품들.
08402147-n	나부랭이	그릇 ～. 살림 ～. 관리 ～. 양반 ～.
08402339-n	모교	시내의 ～ 학생이….
08402442-n	대표단	～ 단장. 무역 ～. 통상 ～.
08403435-n	기자단	문교부 출입 ～. 교열 ～.
08406486-n	대	～를 편성하다.
08408709-n	측	학교 ～보다도 학부형 ～이 더 열심이다.
08408709-n	편	～이 많은 사람. ～을 나누다. 우리 ～ 이겨라!
08415774-n	떼	～를 지어 다니다.(나다, 살다).
08415774-n	무리	～를 짓다.
08416652-n	우익	～ 단체.
08418103-n	덩어리	온 동네 사람들이 한 ～가 되어 즐거운 하루를 보냈다.
08426461-n	대	～를 편성하다.
08428756-n	열	～을 짓다.
08429052-n	열	～을 짓다.
08430203-n	대열	민주 회복의 ～에 서다. 혁명의 ～에 끼었다.
08430203-n	대열	～이 흩어진다. ～을 짓는다. ～을 벗어난다.
08430203-n	열	～을 짓다.
08431942-n	대열	민주 회복의 ～에 서다. 혁명의 ～에 끼었다.
08432345-n	열	～을 짓다.
08434029-n	기구	국가 ～. 행정 ～. ～ 개편.
08438384-n	대	～를 편성하다.
08438533-n	숲	공장의 높은 굴뚝들이 ～을 이루고 있다.
08438533-n	수풀	～을 헤치고 나오니 오솔길이 나타났다.
08438928-n	숲	공장의 높은 굴뚝들이 ～을 이루고 있다.
08438928-n	수풀	～을 헤치고 나오니 오솔길이 나타났다.
08441203-n	법	～을 제정(공포)하다. ～을 지키다. ～ 없이도 살 수 있는 사람.
08456727-n	관료	～ 사회.
08457976-n	통	자네도 그와 한 ～이 되었나?
08457976-n	일련	소비자 보호 등 ～의 국민 복지 향상을 위한 정책.
08458504-n	통	자네도 그와 한 ～이 되었나?
08461595-n	대열	민주 회복의 ～에 서다. 혁명의 ～에 끼었다.
08462320-n	소식	부모님 ～. ～이 감감하다. 신문을 통하여 매일 같이 접하는 새 ～들. 봄 ～.
08462320-n	정보	과학 ～. 산업 ～. ～ 시대.
08463969-n	귀중품	～을 보관하다.
08463969-n	재산	건강이 가장 큰 ～이다.
08463969-n	보배	어린이는 나라의 ～.
08465558-n	전위	～의 구실.
08480135-n	대	～를 편성하다.
08492747-n	경로	역사의 발전 ～.
08492747-n	경로	부산 갔다 오는 ～에 대구에 잠시 들렀다.
08493064-n	구역	대조영의 위세는 마침내 고구려의 ～에 떨치게 되었다.
08493064-n	영토	대한민국의 ～는 한반도와 딸린 섬으로 한다.
08493064-n	판도	우리 역사에서 고구려의 ～가 가장 컸다.
08497294-n	부역	그가 인조 때 전후 두 번이나 통신사를 따라 일본에 건너가 그 묵적이 많이 ～에 떨어졌는 바….
08497294-n	시골	～로 내려가다. ～에서 지내다.
08497294-n	구역	대조영의 위세는 마침내 고구려의 ～에 떨치게 되었다.
08497294-n	구	세계의 동물 분포를 여섯 ～로 나눈 가운데서 우리 나라는 구북구에 속한다.
08497294-n	지대	고원 ～. 공장 ～.
08497294-n	지방	～에 가다.
08497294-n	지방	열대 ～. 추운 ～의 식물.
08497294-n	고장	내 고향은 사과 ～으로 유명한 대구이다.
08501114-n	국경	～ 지대. ～을 넘다. ～을 지키다.
08501114-n	경계	～ 측량. 나라와 나라의 ～. 섬진강은 경상도와 전라도의 ～가 된다.
08502672-n	시골	～로 내려가다. ～에서 지내다.
08506641-n	범위	시험 ～. 활동 ～가 넓다.
08506641-n	구	세계의 동물 분포를 여섯 ～로 나눈 가운데서 우리 나라는 구북구에 속한다.
08509442-n	구역	대조영의 위세는 마침내 고구려의 ～에 떨치게 되었다.
08509442-n	땅	함경도 ～. 해남 ～. 이 ～에서 나고 이 ～에서 죽다.
08509442-n	범위	시험 ～. 활동 ～가 넓다.
08509442-n	바닥	서울 ～. 읍내 ～. 좁은 시골 ～에서 살지만 마음은 편하이.
08509442-n	지대	고원 ～. 공장 ～.
08510169-n	고향	마음의 ～. 돌아갈 내 ～ 하늘나라.
08510169-n	고향	～ 생각. ～은 언제나 따뜻한 어머님의 품속 같다.
08510666-n	표	일한 ～가 난다.
08510666-n	표면	～이 거칠다. ～을 매끄럽게 다듬는다.
08510666-n	바닥	서울 ～. 읍내 ～. 좁은 시골 ～에서 살지만 마음은 편하이.
08511241-n	바닥	서울 ～. 읍내 ～. 좁은 시골 ～에서 살지만 마음은 편하이.
08511241-n	바닥	그의 성적은 ～에서 돈다.
08511777-n	근거지	활동의 ～.
08511777-n	거점	～ 확보. 공격 ～.
08511777-n	본거지	이 곳에 ～를 두고 활약하던 독립군.
08511777-n	바탕	흰 ～에 푸른 무늬. 붉은 ～에 글씨를 쓴다.
08511777-n	지반	～이 약하다. ～이 무르다. 단단한 ～.
08511777-n	바닥	마당 ～. 책상 ～. ～에 깔다.
08511777-n	바닥	솥 ～의 누룽지. 버선 ～.
08511777-n	바닥	서울 ～. 읍내 ～. 좁은 시골 ～에서 살지만 마음은 편하이.
08511777-n	지대	고원 ～. 공장 ～.
08511970-n	바닥	마당 ～. 책상 ～. ～에 깔다.
08511970-n	바닥	솥 ～의 누룽지. 버선 ～.
