# synset_id	lemma	example
01103614-n	발행	한국은행 ～ 만 원 권 지폐. 입장권 ～. 수표 ～. 채권 ～.
01103614-n	발간	신문 ～. 잡지 ～. 세계 문학 전집 ～.
01107359-n	사무	～에 바쁘다.
01107359-n	업무	～ 방해. ～ 보고. 일반 ～. 특수 ～.
01109467-n	교환	포로 ～.
01109467-n	교환	인사 ～. 선물 ～. 의견 ～.
01109467-n	대신	이걸 주는 ～에 넌 날 좀 도와 줘야겠어.
01109467-n	교체	위원 ～.
01109687-n	거래	～를 트다. ～를 끊다. 은행 ～.
01109687-n	무역	～ 시장. ～ 경쟁. 대외 ～.
01113068-n	판매	상품 ～. ～ 가격.
01113867-n	무역	～ 시장. ～ 경쟁. 대외 ～.
01114646-n	도매	～로 사고 판다.
01114824-n	거래	～를 트다. ～를 끊다. 은행 ～.
01114824-n	발매	～ 허가.
01114824-n	판매	상품 ～. ～ 가격.
01115162-n	판매	상품 ～. ～ 가격.
01115162-n	팔다	집을 ～. 책을 ～. 음식을 ～. 노예를 팔던 시장.
01115589-n	투기	부동산 ～가 성행한다.
01116968-n	판매	상품 ～. ～ 가격.
01117164-n	노름	화투 ～. 술 ～.
01117164-n	투기	부동산 ～가 성행한다.
01117454-n	재판	～ 가격.
01117541-n	발매	～ 허가.
01117541-n	판매	상품 ～. ～ 가격.
01120259-n	일	～이 많다. ～을 해야 먹는다.
01120448-n	내다	돈을 ～. 세금을 ～.
01120448-n	납부	～ 기한.
01120448-n	납입	～ 금액. 회비 ～.
01122149-n	소비	노력의 소비.
01124794-n	관리	인력 ～. 인사 ～.
01124794-n	통치	일제의 식민 ～를 받았다.
01127379-n	실행	～에 옮기다.
01129532-n	양성	간부 ～. 기술자 ～.
01129532-n	양성	실천력 ～.
01129532-n	보육	고아 ～ 사업.
01129920-n	부담	～을 덜다. ～이 늘다. ～이 크다. 많은 ～. 적은 ～.
01129920-n	짐	그에게 ～이 될 부탁이라면 하지 않겠다.
01129920-n	책임	～이 무겁다.
01129920-n	직분	백성의 좋아하는 바를 좋아하고 백성의 미워하는 바를 미워하는 것은 정부의 ～이라.
01132327-n	가호	하느님의 ～. 부처님의 ～를 빌다.
01133281-n	통제	～가 심하다. ～를 받다. ～를 벗어나다. ～를 푼다. ～를 가한다.
01133281-n	경영	～ 개선. ～ 방식.
01133281-n	단속	교통 ～이 심하다. ～에 걸린다.
01133281-n	단속	자녀 ～. 불～.
01133281-n	영위	연명하기 위한 최저의 ～.
01133281-n	관리	인력 ～. 인사 ～.
01133281-n	관리	건물 ～. 물자 ～. 재산 ～.
01133281-n	운영	～방침.
01134861-n	대우	귀빈 ～.
01135372-n	대우	귀빈 ～.
01135529-n	단속	교통 ～이 심하다. ～에 걸린다.
01135529-n	단속	자녀 ～. 불～.
01135529-n	관리	인력 ～. 인사 ～.
01135529-n	관리	건물 ～. 물자 ～. 재산 ～.
01135952-n	경영	～ 개선. ～ 방식.
01135952-n	영위	연명하기 위한 최저의 ～.
01135952-n	관리	인력 ～. 인사 ～.
01135952-n	관리	건물 ～. 물자 ～. 재산 ～.
01135952-n	운영	～방침.
01136985-n	경영	～ 개선. ～ 방식.
01136985-n	영위	연명하기 위한 최저의 ～.
01143040-n	마련	당장 입고 나갈 옷 ～이 급하다. 음식 ～을 네가 맡아라. 우선 밤을 지샐 ～부터 차리자.
01143040-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
01143040-n	하다	빨리 나라가 통일이 되었으면 합니다.
01143040-n	복선	～을 깔았다. ～을 친다.
01143040-n	채비	～가 끝났다. 떠날 ～를 차린다. 겨우살이 ～를 마쳤다.
01143040-n	하다	일찍 일어나려고 했다. 좋은 혼처를 구하고자 하는 어머니.
01144133-n	계획	경제 개발 5개년 ～. 사업 ～. ～을 세우다. ～대로 실천하다.
01144133-n	기획	～ 관리. ～ 담당.
01144133-n	배포	그 ～가 좋구나. 그는 남다른 ～를 가지고 있는 모양이다.
01144355-n	계획	경제 개발 5개년 ～. 사업 ～. ～을 세우다. ～대로 실천하다.
01144876-n	인도	～를 받다.
01144876-n	선도	～요원.
01149911-n	압축	포위망 ～. 좌우 백관은 노균의 기색에 ～되어 입도 못 벌렸다.
01153548-n	사다	그 분의 아름다운 감정을 높이 ～. 그의 정직한 태도는 높이 살 만하다.
01160342-n	벌	～을 내리다. ～을 받다. ～을 주다. ～이 무겁다. 엄한 ～.
01160342-n	형벌	가벼운 ～. ～을 내리다. ～을 받다. ～에 처하다.
01160342-n	벌금	～을 물다.
01161161-n	체형	～이 내린다. ～을 가한다. ～을 받는다.
01162928-n	벌	～을 내리다. ～을 받다. ～을 주다. ～이 무겁다. 엄한 ～.
01163779-n	극형	～에 처하다.
01166258-n	교환	포로 ～.
01166258-n	교환	인사 ～. 선물 ～. 의견 ～.
01166258-n	거래	～를 트다. ～를 끊다. 은행 ～.
01166258-n	대신	이걸 주는 ～에 넌 날 좀 도와 줘야겠어.
01166258-n	교류	경제 ～. 문화 ～. 인사 ～.
01166258-n	교체	위원 ～.
01166760-n	교환	포로 ～.
01166760-n	교환	인사 ～. 선물 ～. 의견 ～.
01166760-n	거래	～를 트다. ～를 끊다. 은행 ～.
01166926-n	귀순	～ 용사.
01167146-n	순종	성경에 이르기를 ～이 제사보다 낫다고 하였습니다.
01167146-n	복종	명령 ～.
01167710-n	소동	～이 벌어지다.
01167710-n	소동	～을 일으키다. ～을 피우다.
01167710-n	알력	～이 생기다. ～이 심하다. ～을 빚다.
01167710-n	분쟁	국경 ～. 동서 ～.
01168569-n	대항	직장 ～ 경기.
01170175-n	알력	～이 생기다. ～이 심하다. ～을 빚다.
01170175-n	갈등	두 사람 사이에 서로 엇갈린 주장으로 한때 약간의 ～이 생기기도 하였다. 고부간의 ～.
01170175-n	다툼	～을 벌이다. 자리 ～. 세력 ～.
01170962-n	교전	～ 당사국.
01170962-n	투쟁	평화를 위한 ～.
01172784-n	결투	～를 신청하다.
01176757-n	결투	～를 신청하다.
01177033-n	반대	～를 위한 ～는 하지 마시오.
01177033-n	항의	지나친 규제에 대하여 항의가 들어오다. 항의가 빗발치 듯하다.
01182312-n	짓	하는 ～이 밉다.
01195867-n	심판	～에는 가정법원의 재판의 뜻도 가지며, 행정기관의 심리재결의 뜻도 가진다.
01198307-n	공소	～를 제기하다.
01202904-n	공동	～ 과제. ～관리. ～ 사업. ～ 상속인. ～ 자본. ～ 책임. ～ 출자. ～ 투자.
01205156-n	공동	～ 과제. ～관리. ～ 사업. ～ 상속인. ～ 자본. ～ 책임. ～ 출자. ～ 투자.
01205341-n	공동	～ 과제. ～관리. ～ 사업. ～ 상속인. ～ 자본. ～ 책임. ～ 출자. ～ 투자.
01207609-n	조력	～을 구하다.
01207609-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
01207609-n	돕다	형님의 일을 도왔다. 서로 돕고 사는 사회.
01207609-n	방조	범행 ～.
01207609-n	뒷받침	～이 모자라다. ～을 받다.
01207609-n	힘	그는 누나의 ～으로 고향에서 중학교를 나왔다. 그를 만난다고 해도 아무런 ～이 되어 줄 수 없는 이 마당에….
01207609-n	도움	～을 바라다. ～을 주다.
01207609-n	손	그의 ～에 달린 일. 남의 ～을 기다리지 말고 우리 ～으로 해결하자.
01208460-n	조력	～을 구하다.
01208460-n	도움	～을 바라다. ～을 주다.
01208460-n	손	그의 ～에 달린 일. 남의 ～을 기다리지 말고 우리 ～으로 해결하자.
01209220-n	뒷받침	～이 모자라다. ～을 받다.
01209220-n	도움	～을 바라다. ～을 주다.
01209576-n	힘	그는 누나의 ～으로 고향에서 중학교를 나왔다. 그를 만난다고 해도 아무런 ～이 되어 줄 수 없는 이 마당에….
01209576-n	도움	～을 바라다. ～을 주다.
01211019-n	성원	사회 각계의 뜨거운 ～이 있었다.
01211667-n	도움	～을 바라다. ～을 주다.
01212519-n	조력	～을 구하다.
01212519-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
01212519-n	뒷받침	～이 모자라다. ～을 받다.
01212519-n	힘	그는 누나의 ～으로 고향에서 중학교를 나왔다. 그를 만난다고 해도 아무런 ～이 되어 줄 수 없는 이 마당에….
01212519-n	도움	～을 바라다. ～을 주다.
01212519-n	성원	사회 각계의 뜨거운 ～이 있었다.
01213886-n	방조	범행 ～.
01213886-n	뒷받침	～이 모자라다. ～을 받다.
01213886-n	지지	～를 받다.
01215137-v	붙잡다	도둑을 ～.
01215902-n	지지	～를 받다.
01215902-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
01215902-n	뒷받침	～이 모자라다. ～을 받다.
01215902-n	도움	～을 바라다. ～을 주다.
01215902-n	보조	국고 ～. ～를 받다.
01215902-n	성원	사회 각계의 뜨거운 ～이 있었다.
01215902-n	뒤	～가 든든한 사람. 가난한 학생의 ～를 보아주다.
01216191-n	지지	～를 받다.
01219004-v	받치다	안감을 ～. 조끼를 받쳐 입다.
01219004-v	받치다	우산을 ～. 그릇을 받쳐 들다. 두 손으로 머리 밑을 받치고 누웠다.
01219551-n	도움	～을 바라다. ～을 주다.
01219893-n	타박	말끝마다 ～만 놓는다. ～을 주다. ～ 맞다.
01219893-n	비난	～을 받다. ～을 일삼는 사람.
01220336-n	비방	까닭 없는 ～을 듣는다.
01220619-n	비난	～을 받다. ～을 일삼는 사람.
01220619-n	규탄	～ 대회.
01220619-n	공격	야당의 ～에 여당은 해명을 하느라고 애쓴다.
01220619-n	공격	～ 명령. ～ 부대. ～ 작전. ～을 가하다. ～을 받다.
01220984-n	소행	단정한 ～.
01220984-n	짓다	복도 죄도 지은 데로 가는 것이야.
01220984-n	행동거지	～가 출중하다.
01220984-n	짓	하는 ～이 밉다.
01220984-n	행세	손님이 주인 ～를 한다.
01220984-n	소위	지금 너의 ～가 너무 야박하지 않느냐? 그 놈들의 ～인 줄 알았다.
01221254-n	짓다	복도 죄도 지은 데로 가는 것이야.
01221254-n	짓	하는 ～이 밉다.
01221254-n	행세	손님이 주인 ～를 한다.
01221254-n	소위	지금 너의 ～가 너무 야박하지 않느냐? 그 놈들의 ～인 줄 알았다.
01222477-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
01222477-n	엄포	～로 회초리 하나를 찾아 든다.
01225299-n	경멸	～과 모욕을 당하고 어찌 참고 배기겠는가?
01225997-n	냉대	～를 받다.
01226679-n	선행	～ 사항. ～ 사항.
01227495-n	연민	～의 정.
01228877-n	경의	～를 표하다.
01229223-n	경의	～를 표하다.
01229938-n	모임	주말에 ～이 있다. 이번 ～에는 꼭 참석하리다.
01229938-n	회	발표～. 송별～. 환영～. 체육～. 화수～.
01231686-n	모임	주말에 ～이 있다. 이번 ～에는 꼭 참석하리다.
01231819-n	습속	인정 ～이 순박하고 단순하였던 태고라면 또 모르거니와….
01232091-n	모임	주말에 ～이 있다. 이번 ～에는 꼭 참석하리다.
01232684-n	방문	해외 교포 ～.
01233156-n	방문	해외 교포 ～.
01234345-n	불참	경기 ～. ～ 선언.
01235463-n	보복	～ 조처. ～보다는 설득을 하자.
01236296-n	교전	～ 당사국.
01240432-n	조정	～ 위원.
01240432-n	알선	오빠에게 ～이라도 구해 볼까 하고 말을 꺼냈다. 해각선사를 찾은 것도 운봉선사의 ～에 의한 것이다.
01241331-n	해제	통행금지 ～.
01245618-n	품	서두르는 ～이 퍽 다급했나 보다. 말하는 ～을 보니 여간 아니겠다. 생긴 ～이 말이 아니다.
01246541-n	기습	～ 작전.
01246541-n	급습	적군의 ～에 대처할 방책.
01249060-n	반복	～ 연습.
01252280-n	정착	훈민정음이 창제됨으로써 전대의 구전문학이 ～되었다.
01252566-n	이전	가게 ～.
01259773-n	기상	～ 시간.
01260867-n	격앙	～된 어조.
01260867-n	흥분	～은 금물이다. ～의 도가니. ～을 가라앉히다.
01263711-n	모집	학생 ～. 원고 ～. 현상 ～에 응모하다.
01267901-n	회전	자금의 ～이 느리다.
01279305-v	오므리다	입술을 ～. 팔을 ～.
01280014-v	구부리다	등을 ～.
01280014-v	굽히다	팔을 ～. 허리를 ～.
01296324-v	다리	다른 사람으로 ～를 놓아 화해를 했다.
01321895-v	새기다	문패에 이름 석 자를 새겨 놓았다. 부처님을 새긴 절벽바위.
01323493-n	어미	～ 닭. ～ 돼지. ～ 토끼.
01325417-n	뿔	～이 돋았다. ～을 자르다. ～에 받히다.
01328212-v	가지다	밀접한 관계를 가지다.
01339505-v	드러내다	본색을 ～.
01346003-v	열리다	푸른 하늘이 높이 높이 열렸다.
01346003-v	열리다	문이 ～. 열린 서랍.
01346804-v	열리다	푸른 하늘이 높이 높이 열렸다.
01346804-v	열리다	문이 ～. 열린 서랍.
01380298-n	유산균	～ 음료.
01442361-v	꿰뚫다	길은 마을을 길게 꿰뚫고 있었다. 청천강은 평안도의 중간을 꿰뚫어 흐르다가 황해로 들어간다.
01442361-v	꿰뚫다	적의 총탄은 내 창자를 꿰뚫었지만 내 생명은 앗아 가지를 못했다.
01454246-v	나르다	이삿짐을 ～.
01455184-v	올리다	상에 음식을 ～. 성과를 ～. 값을 ～. 옴(병)을 ～. 후보로 그의 이름도 올렸다.
01455754-v	올리다	상에 음식을 ～. 성과를 ～. 값을 ～. 옴(병)을 ～. 후보로 그의 이름도 올렸다.
01460457-n	알	～을 낳다. ～을 까다. ～을 슬다. ～을 품다.
01461146-n	알	～을 낳다. ～을 까다. ～을 슬다. ～을 품다.
01461315-n	알	～을 낳다. ～을 까다. ～을 슬다. ～을 품다.
01465472-n	이	～가 나다(빠지다).
01465593-n	이	～가 나다(빠지다).
01495701-n	살	생선 ～을 발라먹다.
01514549-n	목	병의 ～. 이삭의 ～.
01548718-v	지우다	기억을 ～. 공상을 ～.
01549187-v	지우다	기억을 ～. 공상을 ～.
01561143-v	부딪치다	벽에 ～. 머리를 ～. 난관에 ～. 빚쟁이와 ～.
01561819-v	들이받다	소가 지게를 들이받았다.
01561819-v	들이받다	한눈 팔다가 가로수에 이마를 들이받았다.
01564144-v	망치다	집안을 망칠 놈. 나라를 ～.
01565472-v	망치다	집안을 망칠 놈. 나라를 ～.
01566490-v	망치다	집안을 망칠 놈. 나라를 ～.
01571904-n	꾀꼬리	펄펄 나는 저 ～ 암수 서로 정답구나. ～ 같은 목소리.
01575745-n	꾀꼬리	펄펄 나는 저 ～ 암수 서로 정답구나. ～ 같은 목소리.
01604696-v	잇대다	겨우겨우 끼니를 잇대는 형편이다. 잇대어 말하다.
01604696-v	잇대다	한쪽 벽에 잇대어 꾸려 놓은 부엌.
01611359-v	올리다	상에 음식을 ～. 성과를 ～. 값을 ～. 옴(병)을 ～. 후보로 그의 이름도 올렸다.
01619014-v	만들다	희곡을 ～. 교가를 ～. 보고서를 다 만들었느냐? 누가 만든 노래냐?
01628449-v	나서다	누나도 돈벌이를 나섰다.
01628449-v	나서다	의사로 ～. 장사로 ～.
01634424-v	만들다	희곡을 ～. 교가를 ～. 보고서를 다 만들었느냐? 누가 만든 노래냐?
01640207-v	만들다	희곡을 ～. 교가를 ～. 보고서를 다 만들었느냐? 누가 만든 노래냐?
01652380-a	열리다	푸른 하늘이 높이 높이 열렸다.
01652380-a	열리다	문이 ～. 열린 서랍.
01653442-v	만들다	장난감을 ～. 배를 ～. 비행기를 ～. 공원을 ～. 음식을 ～. 좋은 상품을 만들어 내다. 새로 만든 길.
01661243-v	올리다	기와를 ～.
01675963-v	꾸미다	방을 ～. 서재를 ～.
01763643-v	달래다	우는 아이를 ～.
01764800-v	달래다	우는 아이를 ～.
01765392-v	달래다	우는 아이를 ～.
01774136-v	싫어하다	보기를 싫어하고 듣기도 싫어하였다. 일하기를 싫어하다니….
01775535-v	좋아하다	좋아하는 사람이 생기다.
01814815-v	달래다	우는 아이를 ～.
01821996-v	불쌍하다	불쌍한 사람.
01860795-v	머물다	머무니. 머무오. 머문 곳.
01860795-v	멈추다	차를 ～. 일손을 ～.
01860795-v	멈추다	차가 ～. 행렬이 ～.
01881180-v	날아가다	하늘을 날아가는 새떼.
01881180-v	날아가다	북녘으로 날아가는 기러기 떼.
01887474-n	가축	～ 검역. 농가에서는 농사 이외에 ～을 많이 길러서 소득을 늘린다.
01887623-n	말	～을 몰다. ～을 타다.
01887787-n	말	～을 몰다. ～을 타다.
01889520-n	두더지	털이 부드러운 ～ 가죽. 땅굴 속에서 ～ 같은 생활을 하다.
01896031-n	날개	바람개비의 ～. 풍차의 ～.
01896031-n	깃	오리의 ～을 넣은 방한복.
01897536-n	깃	오리의 ～을 넣은 방한복.
01897991-n	날개	바람개비의 ～. 풍차의 ～.
01899593-n	양털	～ 모자.
01901828-n	수염	～이 길다. ～을 깎다.
01902783-v	날아가다	하늘을 날아가는 새떼.
01902783-v	날아가다	북녘으로 날아가는 기러기 떼.
01903218-v	날아가다	하늘을 날아가는 새떼.
01903218-v	날아가다	북녘으로 날아가는 기러기 떼.
01921204-v	거닐다	길을 따라 거닐다가 그를 만났다. 둘은 강둑을 거닐며 이야기를 나누었다.
01925694-v	날아가다	하늘을 날아가는 새떼.
01925694-v	날아가다	북녘으로 날아가는 기러기 떼.
01950798-v	보내다	편지를 ～. 소포를 ～.
01958452-v	내려오다	산을 ～. 층계를 ～.
01958452-v	내려오다	산에서 내려왔다.
01970826-v	내리다	버스를 ～.
01970826-v	내려가다	고갯길을 ～. 이 책상을 지하실로 내려가거라.
01970826-v	내려가다	물이 흘러 ～. 지하실로 내려가거라.
01970826-v	내려가다	고향에 내려가서 살고 싶다.
01970826-v	내려가다	도에서 군으로 내려갔다. 사단에서 대대로 내려갔다.
01970826-v	내려가다	자손 대대로 내려가면서 기릴 훌륭한 일.
01974062-v	올리다	상에 음식을 ～. 성과를 ～. 값을 ～. 옴(병)을 ～. 후보로 그의 이름도 올렸다.
01975587-v	올리다	상에 음식을 ～. 성과를 ～. 값을 ～. 옴(병)을 ～. 후보로 그의 이름도 올렸다.
01978576-v	내리다	버스를 ～.
01990281-v	떠오르다	해가 ～. 잠수함이 수면에 떠올랐다.
01994846-v	물러서다	이 땅에서 한치도 물러설 수 없다.
01999798-v	이끌다	그들을 이끌고 대문을 나섰다.
02000868-v	따르다	누구도 그의 재능을 못 따른다. 이 고장에서는 그이를 따를 만한 부자가 없다.
02000868-v	따르다	우리야 그저 명령에 따를 뿐이오. 법에 따라 처리하시오.
02016523-v	들어가다	외딴집을 ～.
02022659-v	놓치다	뒤쫓아가던 범인을 놓치고 말았다. 건네 받던 유리잔을 놓쳐 버렸다.
02072849-v	지나가다	전철을 타고 깜박 졸다가 몇 정거장을 지나가 버렸다.
02079933-v	전하다	편지를 ～. 물건을 전하여 주다.
02079933-v	보내다	편지를 ～. 소포를 ～.
02120451-v	찌르다	악취가 코를 ～. 풀냄새가 푹푹 코를 찌른다.
02122298-n	나비	～야, 쥐잡아 주랴?
02122878-n	나비	～야, 쥐잡아 주랴?
02123045-n	나비	～야, 쥐잡아 주랴?
02123298-v	찌르다	악취가 코를 ～. 풀냄새가 푹푹 코를 찌른다.
02123424-v	찌르다	악취가 코를 ～. 풀냄새가 푹푹 코를 찌른다.
02151625-n	날개	바람개비의 ～. 풍차의 ～.
02151625-n	날개	새의 ～. 곤충의 ～. ～를 치다. 타조는 ～가 있어도 날지 못한다.
02151940-n	날개	바람개비의 ～. 풍차의 ～.
02151940-n	날개	새의 ～. 곤충의 ～. ～를 치다. 타조는 ～가 있어도 날지 못한다.
02152446-n	날개	바람개비의 ～. 풍차의 ～.
02152446-n	날개	새의 ～. 곤충의 ～. ～를 치다. 타조는 ～가 있어도 날지 못한다.
02157415-n	뱃구레	～가 크다.
02157415-n	배	～가 불룩하다. ～를 잘 덮고 잠자다.
02171322-v	기울이다	정성을 ～. 관심을 ～.
02200198-n	모기	～에 물리다. ～를 잡다.
02202006-n	모기	～에 물리다. ～를 잡다.
02203362-v	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
02203362-v	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
02204692-v	가지다	새 직업을 ～. 너는 어떤 장난감을 가질래? 좋은 친구를 가지고 싶어한다.
02204692-v	가지다	많은 부하를 가진 장군. 훌륭한 스승을 가진 제자. 그는 많은 형제를 가졌다.
02204692-v	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
02204692-v	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
02210622-v	받아들이다	청을 ～. 제의를 ～. 충고를 ～.
02210622-v	받아들이다	서양 문물을 ～. 남의 장점을 ～.
02219094-v	지지	～를 받다.
02222318-v	버리다	그 사람 그 성격 버리지 않고는 어디 가나 좋아할 사람 없을 거야.
02222318-v	버리다	쓰레기를 ～.
02283324-v	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
02283324-v	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
02302220-v	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
02302220-v	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
02321757-v	훔치다	돈을 ～. 남의 글귀를 그냥 훔쳐 쓰는 일과 본뜨는 일은 다르다.
02359061-v	부르다	나라의 부름을 받고 전장에 나온 용사들.
02374149-n	말	～을 몰다. ～을 타다.
02374451-n	말	～을 몰다. ～을 타다.
02375757-n	말	～을 몰다. ～을 타다.
02377181-n	전적	～으로 찬성이다.
02377388-n	거세	～가 다 아는 사실.
02378755-n	말	～을 몰다. ～을 타다.
02380760-v	물러나다	그는 벼슬에서 물러나 고향에서 여생을 보냈다.
02380760-v	물러나다	정년이 되어 교직을 ～.
02381397-v	들어가다	휴가에 ～. 전쟁이 소강 상태에 ～. 새 학기에 ～.
02402425-n	말	～을 몰다. ～을 타다.
02402425-n	가축	～ 검역. 농가에서는 농사 이외에 ～을 많이 길러서 소득을 늘린다.
02403153-n	송아지	어미를 찾느라 “엄매” 하고 우는 ～, 귀엽기도 하다.
02403920-n	어미	～ 닭. ～ 돼지. ～ 토끼.
02416270-n	수염	～이 길다. ～을 깎다.
02416820-n	새끼	～ 호박.
02430830-n	새끼	～ 호박.
02437136-n	낙타	～ 등에 짐을 싣다. ～를 타다.
02452637-n	코	～가 막히다. ～로 숨쉬다.
02452813-n	코	～가 막히다. ～로 숨쉬다.
02462828-n	다리	～가 몹시 아프다. ～를 다친 제비.
02463611-n	엉덩이	～가 배기다.
02463810-n	엉덩이	～가 배기다.
02468864-n	날개	바람개비의 ～. 풍차의 ～.
02484530-a	올라가다	서울로 올라가는 기차.
02485488-a	올라가다	서울로 올라가는 기차.
02490170-a	올라가다	서울로 올라가는 기차.
02511824-n	어족	난류성 ～과 한류성 ～이 한데 어울리는 곳에서는 고기가 많이 잡힌다.
02512053-n	고기	～를 굽다.
02512938-n	고기	～를 굽다.
02527651-v	망치다	일을 ～. 장래를 망쳤다.
02542280-v	따르다	나도 회의 결과를 따르리다. 며느리는 시부모의 말씀을 순순히 따른다. 차량들은 교통신호를 따라 모두 멈추었다.
02542280-v	따르다	우리야 그저 명령에 따를 뿐이오. 법에 따라 처리하시오.
02550868-v	구하다	목숨을 ～.
02567519-v	범하다	그는 감히 범할 수 없는 위엄을 갖추고 있다. 그 누구도 개인의 생존권을 범해서는 안 된다.
02568065-v	범하다	그는 감히 범할 수 없는 위엄을 갖추고 있다. 그 누구도 개인의 생존권을 범해서는 안 된다.
02581108-n	안주	～가 푸짐하다.
02586619-v	다스리다	천하를 ～. 가정을 잘 다스린다. 부하들을 온정으로 다스렸다.
02613672-v	놓치다	뒤쫓아가던 범인을 놓치고 말았다. 건네 받던 유리잔을 놓쳐 버렸다.
02623194-v	다리	다른 사람으로 ～를 놓아 화해를 했다.
02665543-n	가슴	넓은 ～. ～에 안기다.
02666060-v	가깝다	10 만 가까운 청중. 환갑 가까운 나이. 1 급에 가까운 기술. 그 그림 솜씨는 신기에 가까웠다.
02671421-n	부	제1～ 공연.
02671780-n	장구	등산 ～.
02687992-n	들	김씨, 이씨, 박씨 ～ 세 분이 왔다 가셨다오.
02691156-n	비행기	～가 뜬다. ～가 내려앉는다. ～를 탄다. ～로 여행한다.
02692232-n	공항	～ 검역.
02697759-n	뒷길	～로 해서 가다.
02702830-v	알맞다	알맞은 자리. 바닷바람이 알맞게 시원하였다. 가을 날씨는 책읽기에 ～.
02703275-n	총알	～이 날아온다. ～을 맞았다.
02709637-n	닻줄	사공이 ～을 감는다.
02713594-n	날개	선풍기의 ～.
02713594-n	날개	바람개비의 ～. 풍차의 ～.
02727016-n	구멍	～을 내다(파다). ～이 뚫리다. 바늘 ～. 연탄 ～.
02728440-n	옷	～을 짓다. ～을 입다. ～을 마르다.
02729837-n	용품	사무 ～.
02729837-n	틀	～을 짜다. 수를 놓는 데는 알맞은 ～이 있어야 한다.
02729837-n	틀	～로 찍다. ～에 씌우다.
02736511-n	경기장	육상～. 야구～. 배구～. 수영～. 실내～.
02738031-n	무기	여자의 ～는 눈물이다.
02742322-n	옷	～을 짓다. ～을 입다. ～을 마르다.
02746365-n	무기	여자의 ～는 눈물이다.
02746365-n	중화기	～ 중대. ～로 무장하다.
02746365-n	총	～을 겨눈다. ～을 쏜다.
02751451-v	오르다	귀로에 ～. 장도에 ～. 사업이 본궤도에 ～.
02753710-n	치다	높은 나뭇가지 위에 보금자리를 친 새들이 푸드덕거린다.
02753710-n	치다	간살을 ～. 울타리를 ～. 철조망을 ～. 집 뒤로 담을 치고 작은 문 하나를 내었다. 초벽이 말랐으니 새 벽을 쳐야겠다.
02756098-n	옷	～을 짓다. ～을 입다. ～을 마르다.
02758863-n	고속도로	경부 ～. 경인 ～.
02759443-v	타오르다	타오르는 난로.
02763472-n	큰길	～을 달리다. ～로 들어서다.
02763472-n	대로	～로 나서다.
02763901-n	천막	～을 친다.
02764438-v	타오르다	타오르는 난로.
02766534-n	마차	～ 여행. ～가 달린다. ～를 타다. ～에 오르다.
02779435-n	공	～을 던지고 받다. ～을 차다. ～을 치다.
02779435-n	구슬	이슬비가 꽃잎에 내려 ～을 맺는다.
02782329-n	기구	동력 전달 ～. 마찰 ～.
02782329-n	기구	의료 ～.
02782329-n	풍선	～이 터지다. ～을 띄우다. ～을 날려 보내다.
02784998-n	끈	구두의 ～. 주머니 ～.
02788021-n	깃발	～이 나부끼다. ～을 날리다.
02795169-n	통	～에 담긴 물.
02797692-n	대	～를 세운다.
02798574-n	바탕	흰 ～에 푸른 무늬. 붉은 ～에 글씨를 쓴다.
02798574-n	바닥	마당 ～. 책상 ～. ～에 깔다.
02798574-n	바닥	솥 ～의 누룽지. 버선 ～.
02798574-n	바닥	감흙을 파내다 보니 ～이 드러났다. 개울 ～에 깔린 조약돌.
02798574-n	바닥	서울 ～. 읍내 ～. 좁은 시골 ～에서 살지만 마음은 편하이.
02798574-n	바닥	그의 성적은 ～에서 돈다.
02799175-n	잡동사니	쓸 만한 물건만 가려내고 ～는 고물상에 팔았다. 이 박을 타거들랑 ～는 나오지 말고 금은 보배나 나옵소서.
02801938-n	바구니	～를 겯는다. ～를 엮었다. ～를 옆에 끼었다.
02810471-n	기구	동력 전달 ～. 마찰 ～.
02811468-n	전부	～ 가져갔다 ～ 다 말하여라.
02813544-n	시장	농산물 ～. 수산물 ～.
02813645-n	시장	농산물 ～. 수산물 ～.
02814116-n	총	～을 겨눈다. ～을 쏜다.
02814533-n	마차	～ 여행. ～가 달린다. ～를 타다. ～에 오르다.
02817799-n	리드	피리의 ～. ～ 악기.
02821627-n	방	～이 좁다. ～이 많다.
02824448-n	방울	～이 울린다. ～을 흔든다.
