# synset_id	(argument	case_particle)*	lemma
00597915-v	00007846-n	이/가	07556637-n	을/를	배우다
00597915-v	00007846-n	이/가	07557434-n	을/를	배우다
00597915-v	00007846-n	이/가	04931733-n	을/를	배우다
00597915-v	00007846-n	이/가	06502378-n	을/를	배우다
00597915-v	00007846-n	이/가	07933274-n	을/를	배우다
00597915-v	00007846-n	이/가	06636524-n	을/를	배우다
00597915-v	00007846-n	이/가	03574004-n	을/를	배우다
00597915-v	00007846-n	이/가	07565083-n	을/를	배우다
00597915-v	00007846-n	이/가	07966140-n	을/를	배우다
00597915-v	00007846-n	이/가	04928903-n	을/를	배우다
00597915-v	00007846-n	이/가	06282651-n	을/를	배우다
00597915-v	00007846-n	이/가	01904930-v	을/를	배우다
00597915-v	00007846-n	이/가	00283951-n	을/를	배우다
00604576-v	00007846-n	이/가	08435388-n	을/를	배우다
00604576-v	00007846-n	이/가	12907857-n	을/를	배우다
00604576-v	00007846-n	이/가	12907465-n	을/를	배우다
00604576-v	00007846-n	이/가	04942869-n	을/를	배우다
00604576-v	00007846-n	이/가	04442831-n	을/를	배우다
00604576-v	00007846-n	이/가	05660268-n	을/를	배우다
00604576-v	00007846-n	이/가	02471690-v	을/를	배우다
00604576-v	00007846-n	이/가	배우다
00604576-v	00007846-n	이/가	07556637-n	을/를	배우다
00604576-v	00007846-n	이/가	07557434-n	을/를	배우다
00604576-v	00007846-n	이/가	04931733-n	을/를	배우다
00604576-v	00007846-n	이/가	06502378-n	을/를	배우다
00604576-v	00007846-n	이/가	07933274-n	을/를	배우다
00604576-v	00007846-n	이/가	06636524-n	을/를	배우다
00604576-v	00007846-n	이/가	03574004-n	을/를	배우다
00604576-v	00007846-n	이/가	07565083-n	을/를	배우다
00604576-v	00007846-n	이/가	07966140-n	을/를	배우다
00604576-v	00007846-n	이/가	04928903-n	을/를	배우다
00604576-v	00007846-n	이/가	06282651-n	을/를	배우다
00604576-v	00007846-n	이/가	01904930-v	을/를	배우다
00604576-v	00007846-n	이/가	00283951-n	을/를	배우다
00613683-v	04566257-n	이/가	00871405-v	을/를	떠나다
00613683-v	04566257-n	이/가	01819554-v	을/를	떠나다
00613683-v	00007846-n	이/가	09359803-n	을/를	떠나다
00613683-v	00007846-n	이/가	00007846-n	을/를	떠나다
00613683-v	03493664-n	이/가	01780010-v	을/를	떠나다
00613683-v	04565375-n	이/가	01781387-v	을/를	떠나다
00613683-v	04565375-n	이/가	01819554-v	을/를	떠나다
00613683-v	04565375-n	이/가	00871405-v	을/를	떠나다
00613683-v	07246932-n	이/가	01222666-n	을/를	떠나다
00613683-v	04566257-n	이/가	01780010-v	을/를	떠나다
00613683-v	04566257-n	이/가	01222666-n	을/를	떠나다
00613683-v	07246932-n	이/가	01781387-v	을/를	떠나다
00613683-v	04566257-n	이/가	01781387-v	을/를	떠나다
00613683-v	03493664-n	이/가	01781387-v	을/를	떠나다
00613683-v	04566257-n	이/가	01830965-v	을/를	떠나다
00613683-v	00007846-n	이/가	08630039-n	을/를	떠나다
00613683-v	07246932-n	이/가	01780010-v	을/를	떠나다
00613683-v	00007846-n	이/가	08671644-n	을/를	떠나다
00613683-v	07246932-n	이/가	00871405-v	을/를	떠나다
00613683-v	04565375-n	이/가	01780010-v	을/를	떠나다
00613683-v	07246932-n	이/가	01830965-v	을/를	떠나다
00613683-v	07246932-n	이/가	01819554-v	을/를	떠나다
00613683-v	03493664-n	이/가	01819554-v	을/를	떠나다
00613683-v	03493664-n	이/가	02506361-v	을/를	떠나다
00613683-v	04566257-n	이/가	02506361-v	을/를	떠나다
00613683-v	00007846-n	이/가	09411430-n	을/를	떠나다
00613683-v	07246932-n	이/가	02506361-v	을/를	떠나다
00613683-v	03493664-n	이/가	01222666-n	을/를	떠나다
00613683-v	03493664-n	이/가	00871405-v	을/를	떠나다
00613683-v	03493664-n	이/가	01830965-v	을/를	떠나다
00613683-v	00007846-n	이/가	13250048-n	을/를	떠나다
00613683-v	00007846-n	이/가	08168978-n	을/를	떠나다
00613683-v	04565375-n	이/가	02506361-v	을/를	떠나다
00613683-v	04565375-n	이/가	01830965-v	을/를	떠나다
00613683-v	00007846-n	이/가	08672738-n	을/를	떠나다
00613683-v	04565375-n	이/가	01222666-n	을/를	떠나다
00613683-v	00007846-n	이/가	08226978-n	을/를	떠나다
00687295-v	10288763-n	이	의아하다
00687295-v	09624168-n	이	의아하다
00687295-v	10288516-n	이	의아하다
00687523-v	10288763-n	이	의아하다
00687523-v	09624168-n	이	의아하다
00687523-v	10288516-n	이	의아하다
00687926-v	10288763-n	이	의아하다
00687926-v	09624168-n	이	의아하다
00687926-v	10288516-n	이	의아하다
00720063-v	00007846-n	이/가	07202579-n	을/를	기다리다
00720063-v	00004258-n	이/가	00093483-n	을/를	기다리다
00720063-v	00004258-n	이/가	07270179-n	을/를	기다리다
00720063-v	00007846-n	이/가	00007846-n	을/를	기다리다
00720063-v	00007846-n	이/가	04576211-n	을/를	기다리다
00720063-v	00007846-n	이/가	13927383-n	을/를	기다리다
00720063-v	00007846-n	이/가	15239292-n	을/를	기다리다
00720063-v	00004258-n	이/가	09989045-n	을/를	기다리다
00720063-v	00007846-n	이/가	10673946-n	을/를	기다리다
00720063-v	00007846-n	이/가	06765044-n	을/를	기다리다
00720063-v	00007846-n	이/가	00816353-v	을/를	기다리다
00720063-v	00007846-n	이/가	06210964-n	을/를	기다리다
00720063-v	00004258-n	이/가	07202579-n	을/를	기다리다
00720063-v	00007846-n	이/가	06268567-n	을/를	기다리다
00720063-v	00007846-n	이/가	01058574-v	을/를	기다리다
00720063-v	00007846-n	이/가	07270179-n	을/를	기다리다
00720063-v	00004258-n	이/가	13927383-n	을/를	기다리다
00720063-v	00007846-n	이/가	07945077-n	을/를	기다리다
00720063-v	00007846-n	이/가	11417129-n	을/를	기다리다
00720063-v	00007846-n	이/가	15236475-n	을/를	기다리다
00720063-v	00007846-n	이/가	06624161-n	을/를	기다리다
